path,model,task_order,experiment,noise_condition,game_params,myth_topic,agent,role,metric,split_round,z,mean_left,mean_right,n_left,n_right
data/json/baseline/gpt-5-nano/myth_game/sacred_oaths_and_covenants/myth_topics_gpt5_stable_015_gpt-5-nano_neutral_myth_game_sacred_oaths_and_covenants_6.json,openai/gpt-5-nano,myth_game,,no_noise,,"sacred oaths and covenants. Include: a public vow, a costly binding act, a temptation to break the vow, and a consequence that makes vow-keeping feel inevitable over time.",Agent_1,investor,send,7,2.1192517713040697,2.6666666666666665,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/sacred_oaths_and_covenants/myth_topics_gpt5_stable_015_gpt-5-nano_neutral_myth_game_sacred_oaths_and_covenants_6.json,openai/gpt-5-nano,myth_game,,no_noise,,"sacred oaths and covenants. Include: a public vow, a costly binding act, a temptation to break the vow, and a consequence that makes vow-keeping feel inevitable over time.",Agent_2,trustee,return_rate,7,2.11925177130407,0.26666666666666666,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/sacred_oaths_and_covenants/myth_topics_gpt5_stable_015_gpt-5-nano_neutral_myth_game_sacred_oaths_and_covenants_7.json,openai/gpt-5-nano,myth_game,,no_noise,,"sacred oaths and covenants. Include: a public vow, a costly binding act, a temptation to break the vow, and a consequence that makes vow-keeping feel inevitable over time.",Agent_1,investor,send,7,2.1192517713040697,2.6666666666666665,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/sacred_oaths_and_covenants/myth_topics_gpt5_stable_015_gpt-5-nano_neutral_myth_game_sacred_oaths_and_covenants_7.json,openai/gpt-5-nano,myth_game,,no_noise,,"sacred oaths and covenants. Include: a public vow, a costly binding act, a temptation to break the vow, and a consequence that makes vow-keeping feel inevitable over time.",Agent_2,investor,send,8,1.9823785111334082,2.6666666666666665,0.0,3,4
data/json/baseline/gpt-5-nano/myth_game/trickster_betrayal_and_price/myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_2.json,openai/gpt-5-nano,myth_game,,no_noise,,"a trickster who exploits others and the price that follows.  Include: a clever betrayal that works once, detection (human or supernatural), a punishment that is costly to carry out, and a reason the cycle ends rather than escalating forever.",Agent_1,investor,send,7,2.24179415327122,2.3333333333333335,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/trickster_betrayal_and_price/myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_2.json,openai/gpt-5-nano,myth_game,,no_noise,,"a trickster who exploits others and the price that follows.  Include: a clever betrayal that works once, detection (human or supernatural), a punishment that is costly to carry out, and a reason the cycle ends rather than escalating forever.",Agent_2,investor,send,8,2.160246899469287,3.3333333333333335,0.0,3,4
data/json/baseline/gpt-5-nano/myth_game/trickster_betrayal_and_price/myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_2.json,openai/gpt-5-nano,myth_game,,no_noise,,"a trickster who exploits others and the price that follows.  Include: a clever betrayal that works once, detection (human or supernatural), a punishment that is costly to carry out, and a reason the cycle ends rather than escalating forever.",Agent_2,trustee,return_rate,7,2.2941573387056176,0.4166666666666667,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/trickster_betrayal_and_price/myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_4.json,openai/gpt-5-nano,myth_game,,no_noise,,"a trickster who exploits others and the price that follows.  Include: a clever betrayal that works once, detection (human or supernatural), a punishment that is costly to carry out, and a reason the cycle ends rather than escalating forever.",Agent_1,investor,send,11,2.32379000772445,1.8,0.0,5,3
data/json/baseline/gpt-5-nano/myth_game/trickster_betrayal_and_price/myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_4.json,openai/gpt-5-nano,myth_game,,no_noise,,"a trickster who exploits others and the price that follows.  Include: a clever betrayal that works once, detection (human or supernatural), a punishment that is costly to carry out, and a reason the cycle ends rather than escalating forever.",Agent_2,investor,send,10,2.124419425334094,1.75,0.0,4,3
data/json/baseline/gpt-5-nano/myth_game/trickster_betrayal_and_price/myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_5.json,openai/gpt-5-nano,myth_game,,no_noise,,"a trickster who exploits others and the price that follows.  Include: a clever betrayal that works once, detection (human or supernatural), a punishment that is costly to carry out, and a reason the cycle ends rather than escalating forever.",Agent_2,investor,send,8,1.9823785111334082,2.6666666666666665,0.0,3,4
data/json/baseline/gpt-5-nano/myth_game/trickster_betrayal_and_price/myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_6.json,openai/gpt-5-nano,myth_game,,no_noise,,"a trickster who exploits others and the price that follows.  Include: a clever betrayal that works once, detection (human or supernatural), a punishment that is costly to carry out, and a reason the cycle ends rather than escalating forever.",Agent_1,investor,send,9,1.9611613513818404,2.5,0.0,4,4
data/json/baseline/gpt-5-nano/myth_game/trickster_betrayal_and_price/myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_7.json,openai/gpt-5-nano,myth_game,,no_noise,,"a trickster who exploits others and the price that follows.  Include: a clever betrayal that works once, detection (human or supernatural), a punishment that is costly to carry out, and a reason the cycle ends rather than escalating forever.",Agent_1,investor,send,7,2.1192517713040697,2.6666666666666665,0.0,3,5
data/json/baseline/gpt-5-nano/myth_game/trickster_betrayal_and_price/myth_topics_gpt5_stable_018_gpt-5-nano_neutral_myth_game_trickster_betrayal_and_price_8.json,openai/gpt-5-nano,myth_game,,no_noise,,"a trickster who exploits others and the price that follows.  Include: a clever betrayal that works once, detection (human or supernatural), a punishment that is costly to carry out, and a reason the cycle ends rather than escalating forever.",Agent_1,investor,send,7,8.08290376865476,2.3333333333333335,0.0,3,5
