model_id,model_label,condition,condition_label,replicate_id,round,standard_send_ratio
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,42,2,0.656
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,42,3,0.8
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,42,4,0.8
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,42,5,0.8666666666666667
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,42,6,0.6666666666666666
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,42,7,0.7333333333333334
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,42,8,0.8666666666666667
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,42,9,0.8666666666666667
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,42,10,0.9333333333333332
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,43,1,0.7
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,43,2,0.75
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,43,3,0.6666666666666666
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,43,4,0.7333333333333334
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,43,5,0.8666666666666667
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,43,6,0.8000000000000002
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,43,7,1.0
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,43,8,0.9
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,43,9,1.0
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,43,10,0.9333333333333332
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,44,1,0.8000000000000002
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,44,2,0.6333333333333333
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,44,3,0.85
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,44,4,0.7000000000000001
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,44,5,0.9333333333333332
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,44,6,0.8666666666666667
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,44,7,0.6999999999999998
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,44,8,0.9333333333333332
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,44,9,0.8000000000000002
gpt,GPT-5 Nano,defectors25,2 of 8 defectors,44,10,0.8666666666666667
