abs_returned_noise,abs_sent_noise,avg_returned,avg_returned_decision,avg_sent,avg_sent_decision,condition,condition_label,decision_return_ratio,experiment,final_agent_1,final_agent_2,final_mean_agent_balance,final_total,game_params_name,informed,model,model_raw,noise_applies_to,noise_direction,noise_range,noise_type,num_game_rounds,path,return_ratio,root,sent_actual_decision_ratio,task_order,task_order_label
0.505,2.0,0.777,1.282,0.7,2.7,noisy_negative_5_informed,Negative k=5 informed,0.15827160493827158,noise_negative_mem3_claude_sonnet_45,35.790000000000006,28.21,32.0,64.0,noisy_negative_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_080_neutral_anything.json,0.37000000000000005,v4_direct_provider,0.25925925925925924,myth_game,Myth -> game
0.539,1.652,0.531,1.07,0.648,2.3,noisy_negative_5_informed,Negative k=5 informed,0.15507246376811593,noise_negative_mem3_claude_sonnet_45,26.69,36.27,31.480000000000004,62.96000000000001,noisy_negative_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_081_neutral_anything.json,0.2731481481481482,v4_direct_provider,0.2817391304347826,myth_game,Myth -> game
0.342,1.999,0.262,0.604,0.40099999999999997,2.4,noisy_negative_5_informed,Negative k=5 informed,0.08388888888888889,noise_negative_mem3_claude_sonnet_45,30.43,27.59,29.009999999999998,58.019999999999996,noisy_negative_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_082_neutral_anything.json,0.2177888611803824,v4_direct_provider,0.16708333333333333,myth_game,Myth -> game
0.577,2.048,0.29400000000000004,0.871,0.302,2.35,noisy_negative_5_informed,Negative k=5 informed,0.12354609929078016,noise_negative_mem3_claude_sonnet_45,24.64,31.4,28.02,56.04,noisy_negative_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_083_neutral_anything.json,0.32450331125827825,v4_direct_provider,0.12851063829787235,myth_game,Myth -> game
1.2610000000000001,1.863,1.079,2.34,0.937,2.8,noisy_negative_5_informed,Negative k=5 informed,0.2785714285714286,noise_negative_mem3_claude_sonnet_45,35.760000000000005,32.98,34.370000000000005,68.74000000000001,noisy_negative_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_084_neutral_anything.json,0.38384916399857705,v4_direct_provider,0.33464285714285713,myth_game,Myth -> game
0.631,2.5020000000000002,0.304,0.935,0.398,2.9,noisy_negative_5_informed,Negative k=5 informed,0.1074712643678161,noise_negative_mem3_claude_sonnet_45,26.419999999999998,31.54,28.979999999999997,57.959999999999994,noisy_negative_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_085_neutral_anything.json,0.25460636515912893,v4_direct_provider,0.13724137931034483,myth_game,Myth -> game
0.521,1.903,0.857,1.378,0.647,2.55,noisy_negative_5_informed,Negative k=5 informed,0.18013071895424837,noise_negative_mem3_claude_sonnet_45,28.759999999999998,34.18,31.47,62.94,noisy_negative_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_086_neutral_anything.json,0.44152498712004123,v4_direct_provider,0.25372549019607843,myth_game,Myth -> game
1.072,2.104,0.477,1.549,0.496,2.6,noisy_negative_5_informed,Negative k=5 informed,0.19858974358974357,noise_negative_mem3_claude_sonnet_45,31.87,28.05,29.96,59.92,noisy_negative_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_087_neutral_anything.json,0.32056451612903225,v4_direct_provider,0.19076923076923077,myth_game,Myth -> game
1.064,2.206,0.706,1.77,0.644,2.85,noisy_negative_5_informed,Negative k=5 informed,0.20701754385964913,noise_negative_mem3_claude_sonnet_45,30.66,32.22,31.439999999999998,62.879999999999995,noisy_negative_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_088_neutral_anything.json,0.3654244306418219,v4_direct_provider,0.22596491228070173,myth_game,Myth -> game
0.23,1.918,0.5650000000000001,0.795,0.307,2.225,noisy_negative_5_informed,Negative k=5 informed,0.11910112359550562,noise_negative_mem3_claude_sonnet_45,26.58,29.56,28.07,56.14,noisy_negative_5_informed,True,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_089_neutral_anything.json,0.6134636264929427,v4_direct_provider,0.13797752808988764,myth_game,Myth -> game
0.518,1.233,0.5630000000000001,1.081,0.767,2.0,noisy_negative_5,Negative k=5,0.18016666666666664,noise_negative_mem3_gpt5_nano,20.9,44.44,32.67,65.34,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_000_neutral.json,0.24467622772707517,v4_direct_provider,0.3835,game,Game only
1.44,1.724,1.26,2.7,1.376,3.1,noisy_negative_5,Negative k=5,0.2903225806451613,noise_negative_mem3_gpt5_nano,40.8,36.72,38.76,77.52,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_001_neutral.json,0.30523255813953487,v4_direct_provider,0.4438709677419354,game,Game only
0.59,0.545,0.178,0.768,0.35500000000000004,0.9,noisy_negative_5,Negative k=5,0.28444444444444444,noise_negative_mem3_gpt5_nano,25.549999999999997,31.55,28.549999999999997,57.099999999999994,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_002_neutral.json,0.1671361502347418,v4_direct_provider,0.3944444444444445,game,Game only
0.0,1.322,0.0,0.0,0.178,1.5,noisy_negative_5,Negative k=5,0.0,noise_negative_mem3_gpt5_nano,25.54,28.02,26.78,53.56,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_003_neutral.json,0.0,v4_direct_provider,0.11866666666666666,game,Game only
0.646,1.2329999999999999,2.543,3.189,1.317,2.55,noisy_negative_5,Negative k=5,0.4168627450980392,noise_negative_mem3_gpt5_nano,32.96000000000001,43.379999999999995,38.17,76.34,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_004_neutral.json,0.6436345229055936,v4_direct_provider,0.516470588235294,game,Game only
1.239,1.7910000000000001,2.575,3.814,3.009,4.8,noisy_negative_5,Negative k=5,0.2648611111111111,noise_negative_mem3_gpt5_nano,49.760000000000005,60.42,55.09,110.18,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_005_neutral.json,0.28525534507588346,v4_direct_provider,0.626875,game,Game only
0.16399999999999998,1.2630000000000001,0.319,0.483,0.637,1.9,noisy_negative_5,Negative k=5,0.08473684210526317,noise_negative_mem3_gpt5_nano,27.92,34.82,31.37,62.74,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_006_neutral.json,0.16692830978545264,v4_direct_provider,0.3352631578947369,game,Game only
0.144,1.27,0.252,0.396,0.43,1.7,noisy_negative_5,Negative k=5,0.07764705882352942,noise_negative_mem3_gpt5_nano,23.46,35.14,29.3,58.6,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_007_neutral.json,0.19534883720930232,v4_direct_provider,0.2529411764705882,game,Game only
0.5820000000000001,1.631,0.6769999999999999,1.2590000000000001,0.5690000000000001,2.2,noisy_negative_5,Negative k=5,0.19075757575757576,noise_negative_mem3_gpt5_nano,22.7,38.68000000000001,30.690000000000005,61.38000000000001,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_008_neutral.json,0.3966022261277094,v4_direct_provider,0.25863636363636366,game,Game only
2.135,2.009,2.553,4.688,2.216,4.225,noisy_negative_5,Negative k=5,0.36986193293885605,noise_negative_mem3_gpt5_nano,38.27,56.05,47.16,94.32,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_009_neutral.json,0.3840252707581228,v4_direct_provider,0.5244970414201182,game,Game only
1.638,2.784,1.224,2.862,2.016,4.8,noisy_negative_5,Negative k=5,0.19875,noise_negative_mem3_gpt5_nano,49.00000000000001,41.32000000000001,45.16000000000001,90.32000000000002,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_010_neutral.json,0.20238095238095233,v4_direct_provider,0.41999999999999993,game,Game only
1.125,2.295,2.378,3.503,1.405,3.7,noisy_negative_5,Negative k=5,0.3155855855855856,noise_negative_mem3_gpt5_nano,32.39,45.71,39.05,78.1,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_011_neutral.json,0.5641755634638197,v4_direct_provider,0.37972972972972974,game,Game only
2.355,1.762,2.54,4.8950000000000005,2.638,4.4,noisy_negative_5,Negative k=5,0.37083333333333335,noise_negative_mem3_gpt5_nano,56.00000000000001,46.76,51.38,102.76,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_012_neutral.json,0.3209502148091989,v4_direct_provider,0.5995454545454546,game,Game only
1.041,3.0949999999999998,0.773,1.814,1.305,4.4,noisy_negative_5,Negative k=5,0.13742424242424242,noise_negative_mem3_gpt5_nano,39.48,36.62,38.05,76.1,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_013_neutral.json,0.1974457215836526,v4_direct_provider,0.2965909090909091,game,Game only
1.073,2.618,1.755,2.828,1.082,3.7,noisy_negative_5,Negative k=5,0.2547747747747748,noise_negative_mem3_gpt5_nano,37.150000000000006,34.489999999999995,35.82,71.64,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5/noise_negative_mem3_gpt5_nano_014_neutral.json,0.5406654343807763,v4_direct_provider,0.29243243243243244,game,Game only
1.08,2.512,2.676,3.7560000000000002,2.388,4.9,noisy_negative_5_informed,Negative k=5 informed,0.25551020408163266,noise_negative_mem3_gpt5_nano,51.02,46.739999999999995,48.879999999999995,97.75999999999999,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_015_neutral.json,0.37353433835845884,v4_direct_provider,0.4873469387755103,game,Game only
1.079,2.124,1.018,2.097,1.576,3.7,noisy_negative_5_informed,Negative k=5 informed,0.1889189189189189,noise_negative_mem3_gpt5_nano,52.620000000000005,28.900000000000002,40.760000000000005,81.52000000000001,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_016_neutral.json,0.2153130287648054,v4_direct_provider,0.4259459459459459,game,Game only
1.148,1.193,1.3519999999999999,2.5,1.607,2.8,noisy_negative_5_informed,Negative k=5 informed,0.2976190476190476,noise_negative_mem3_gpt5_nano,31.349999999999998,50.79,41.07,82.14,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_017_neutral.json,0.2804397427919519,v4_direct_provider,0.5739285714285715,game,Game only
0.775,0.851,0.719,1.494,0.935,1.786,noisy_negative_5_informed,Negative k=5 informed,0.27883538633818594,noise_negative_mem3_gpt5_nano,33.8,34.9,34.349999999999994,68.69999999999999,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_018_neutral.json,0.25632798573975046,v4_direct_provider,0.5235162374020157,game,Game only
0.11100000000000002,0.986,0.9960000000000001,1.107,0.9139999999999999,1.9,noisy_negative_5_informed,Negative k=5 informed,0.19421052631578947,noise_negative_mem3_gpt5_nano,29.02,39.260000000000005,34.14,68.28,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_019_neutral.json,0.36323851203501095,v4_direct_provider,0.4810526315789473,game,Game only
1.348,1.7510000000000001,0.9670000000000001,2.315,1.449,3.2,noisy_negative_5_informed,Negative k=5 informed,0.2411458333333333,noise_negative_mem3_gpt5_nano,44.120000000000005,34.86,39.49,78.98,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_020_neutral.json,0.2224522659305268,v4_direct_provider,0.45281250000000006,game,Game only
0.538,1.409,0.7759999999999999,1.314,0.7909999999999999,2.2,noisy_negative_5_informed,Negative k=5 informed,0.1990909090909091,noise_negative_mem3_gpt5_nano,28.11,37.71,32.91,65.82,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_021_neutral.json,0.32701222081753056,v4_direct_provider,0.35954545454545456,game,Game only
0.364,1.959,1.238,1.602,0.941,2.9,noisy_negative_5_informed,Negative k=5 informed,0.18413793103448275,noise_negative_mem3_gpt5_nano,43.93,24.89,34.41,68.82,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_022_neutral.json,0.43854055968827493,v4_direct_provider,0.32448275862068965,game,Game only
1.062,2.12,4.152,5.214,2.08,4.2,noisy_negative_5_informed,Negative k=5 informed,0.4138095238095238,noise_negative_mem3_gpt5_nano,43.50000000000001,48.099999999999994,45.8,91.6,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_023_neutral.json,0.6653846153846155,v4_direct_provider,0.49523809523809514,game,Game only
1.744,2.513,1.28,3.0244999999999997,1.587,4.1,noisy_negative_5_informed,Negative k=5 informed,0.24589430894308942,noise_negative_mem3_gpt5_nano,49.150000000000006,32.589999999999996,40.870000000000005,81.74000000000001,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_024_neutral.json,0.2688510817055241,v4_direct_provider,0.3870731707317073,game,Game only
0.10800000000000001,0.716,0.0,0.10800000000000001,0.384,1.1,noisy_negative_5_informed,Negative k=5 informed,0.03272727272727273,noise_negative_mem3_gpt5_nano,31.240000000000002,26.439999999999998,28.84,57.68,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_025_neutral.json,0.0,v4_direct_provider,0.34909090909090906,game,Game only
1.261,2.163,0.9420000000000001,2.203,1.537,3.7,noisy_negative_5_informed,Negative k=5 informed,0.19846846846846847,noise_negative_mem3_gpt5_nano,18.810000000000002,61.93,40.370000000000005,80.74000000000001,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_026_neutral.json,0.20429407937540664,v4_direct_provider,0.41540540540540544,game,Game only
1.472,2.738,1.073,2.545,1.562,4.3,noisy_negative_5_informed,Negative k=5 informed,0.19728682170542636,noise_negative_mem3_gpt5_nano,49.91,31.330000000000005,40.620000000000005,81.24000000000001,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_027_neutral.json,0.2289799402475459,v4_direct_provider,0.3632558139534883,game,Game only
1.1300000000000001,1.181,0.41500000000000004,1.545,0.944,2.125,noisy_negative_5_informed,Negative k=5 informed,0.2423529411764706,noise_negative_mem3_gpt5_nano,37.33,31.55,34.44,68.88,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_028_neutral.json,0.1465395480225989,v4_direct_provider,0.44423529411764706,game,Game only
1.601,2.655,1.344,2.945,1.345,4.0,noisy_negative_5_informed,Negative k=5 informed,0.2454166666666667,noise_negative_mem3_gpt5_nano,41.61,35.29,38.45,76.9,noisy_negative_5_informed,True,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game/noisy_negative_5_informed/noise_negative_mem3_gpt5_nano_029_neutral.json,0.3330855018587361,v4_direct_provider,0.33625,game,Game only
0.839,1.99,1.399,2.238,1.465,3.455,noisy_negative_5,Negative k=5,0.21591895803183797,noise_negative_mem3_gpt5_nano,35.68,43.620000000000005,39.650000000000006,79.30000000000001,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_negative_5/noise_negative_mem3_gpt5_nano_030_neutral_anything.json,0.3183162684869169,v4_direct_provider,0.4240231548480463,game_myth,Game -> myth
0.3,1.177,0.0,0.3,0.423,1.6,noisy_negative_5,Negative k=5,0.0625,noise_negative_mem3_gpt5_nano,30.290000000000003,28.169999999999998,29.23,58.46,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_negative_5/noise_negative_mem3_gpt5_nano_031_neutral_anything.json,0.0,v4_direct_provider,0.264375,game_myth,Game -> myth
1.782,2.168,0.663,2.445,1.532,3.7,noisy_negative_5,Negative k=5,0.22027027027027027,noise_negative_mem3_gpt5_nano,38.89,41.75,40.32,80.64,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_negative_5/noise_negative_mem3_gpt5_nano_032_neutral_anything.json,0.14425587467362927,v4_direct_provider,0.414054054054054,game_myth,Game -> myth
0.653,2.107,1.586,2.239,1.843,3.95,noisy_negative_5,Negative k=5,0.1889451476793249,noise_negative_mem3_gpt5_nano,41.03,45.83,43.43,86.86,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_negative_5/noise_negative_mem3_gpt5_nano_033_neutral_anything.json,0.2868511484897811,v4_direct_provider,0.46658227848101275,game_myth,Game -> myth
0.337,1.98,0.063,0.4,1.07,3.05,noisy_negative_5,Negative k=5,0.04371584699453552,noise_negative_mem3_gpt5_nano,31.89,39.51,35.7,71.4,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_negative_5/noise_negative_mem3_gpt5_nano_034_neutral_anything.json,0.019626168224299065,v4_direct_provider,0.3508196721311475,game_myth,Game -> myth
1.6380000000000001,1.591,2.573,4.211,1.809,3.4,noisy_negative_5,Negative k=5,0.412843137254902,noise_negative_mem3_gpt5_nano,45.459999999999994,40.72,43.089999999999996,86.17999999999999,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_negative_5/noise_negative_mem3_gpt5_nano_035_neutral_anything.json,0.4741109268472453,v4_direct_provider,0.5320588235294118,game_myth,Game -> myth
0.903,2.3729999999999998,1.962,2.8649999999999998,2.077,4.45,noisy_negative_5,Negative k=5,0.2146067415730337,noise_negative_mem3_gpt5_nano,46.849999999999994,44.69,45.769999999999996,91.53999999999999,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_negative_5/noise_negative_mem3_gpt5_nano_036_neutral_anything.json,0.3148772267693789,v4_direct_provider,0.46674157303370784,game_myth,Game -> myth
0.662,1.6139999999999999,0.49600000000000005,1.158,1.736,3.35,noisy_negative_5,Negative k=5,0.11522388059701492,noise_negative_mem3_gpt5_nano,37.739999999999995,46.980000000000004,42.36,84.72,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_negative_5/noise_negative_mem3_gpt5_nano_037_neutral_anything.json,0.09523809523809525,v4_direct_provider,0.5182089552238806,game_myth,Game -> myth
0.477,2.714,0.0,0.477,1.4609999999999999,4.175,noisy_negative_5,Negative k=5,0.03808383233532934,noise_negative_mem3_gpt5_nano,33.55,45.67,39.61,79.22,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_negative_5/noise_negative_mem3_gpt5_nano_038_neutral_anything.json,0.0,v4_direct_provider,0.349940119760479,game_myth,Game -> myth
1.314,1.681,0.9670000000000001,2.281,2.069,3.75,noisy_negative_5,Negative k=5,0.20275555555555558,noise_negative_mem3_gpt5_nano,42.760000000000005,48.620000000000005,45.690000000000005,91.38000000000001,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_negative_5/noise_negative_mem3_gpt5_nano_039_neutral_anything.json,0.15579184791364584,v4_direct_provider,0.5517333333333334,game_myth,Game -> myth
1.159,1.835,1.528,2.687,2.665,4.5,noisy_negative_5,Negative k=5,0.199037037037037,noise_negative_mem3_gpt5_nano,51.81,51.489999999999995,51.65,103.3,noisy_negative_5,False,GPT-5-Nano,openai/gpt-5-nano,both,negative,5.0,uniform,10,data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_nano/gpt-5-nano/game_myth/noisy_negative_5/noise_negative_mem3_gpt5_nano_040_neutral_anything.json,0.19111944965603497,v4_direct_provider,0.5922222222222222,game_myth,Game -> myth
