model,version,experiment,noise_label,noise_condition,informed,task_order,n,mean,median,std,q25,q75,min,max,iqr
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_filler_no_noise,gpt5nano_partner_myth_filler_no_noise,default,False,game_myth,15,70.33333333333333,72.0,4.2370250120079485,70.0,73.0,57.0,73.0,3.0
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_filler_no_noise,gpt5nano_partner_myth_filler_no_noise,default,False,myth_game,15,70.26666666666667,71.0,3.034719725036202,70.0,72.0,61.0,73.0,2.0
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_filler_positive_5,gpt5nano_partner_myth_filler_positive_5,noisy_positive_5,False,game_myth,15,74.29933333333334,74.72,1.1155809931963456,74.09,74.995,70.86,75.0,0.9050000000000011
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_filler_positive_5,gpt5nano_partner_myth_filler_positive_5,noisy_positive_5,False,myth_game,15,74.588,75.0,0.7217261055473675,74.555,75.0,72.62,75.0,0.4449999999999932
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_filler_positive_5,gpt5nano_partner_myth_filler_positive_5,noisy_positive_5_informed,True,game_myth,15,74.14333333333335,75.0,2.031346023371368,74.42,75.0,67.12,75.0,0.5799999999999983
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_filler_positive_5,gpt5nano_partner_myth_filler_positive_5,noisy_positive_5_informed,True,myth_game,15,74.48466666666667,75.0,1.2479346747249829,74.845,75.0,70.39,75.0,0.15500000000000114
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_bootstrap,gpt5nano_partner_myth_own_bootstrap,noisy_bootstrap_cooperation,False,game_myth,15,65.4,67.0,6.009516262918814,63.0,68.5,52.0,74.0,5.5
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_bootstrap,gpt5nano_partner_myth_own_bootstrap,noisy_bootstrap_cooperation,False,myth_game,15,67.5,68.0,3.7273123216142117,65.0,69.0,60.5,74.0,4.0
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_bootstrap,gpt5nano_partner_myth_own_bootstrap,noisy_bootstrap_cooperation_informed,True,game_myth,15,67.16666666666667,68.0,4.156177272904698,65.0,69.5,56.0,72.0,4.5
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_bootstrap,gpt5nano_partner_myth_own_bootstrap,noisy_bootstrap_cooperation_informed,True,myth_game,15,68.26666666666667,69.0,4.772939595359697,67.0,71.5,54.0,74.0,4.5
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_negative_5,gpt5nano_partner_myth_own_negative_5,noisy_negative_5,False,game_myth,15,41.26866666666667,40.04,5.0558479106118375,37.735,43.46,33.81,52.2,5.725000000000001
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_negative_5,gpt5nano_partner_myth_own_negative_5,noisy_negative_5,False,myth_game,15,43.12466666666667,43.120000000000005,4.012434007764695,41.2,45.224999999999994,36.39,50.71,4.0249999999999915
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_negative_5,gpt5nano_partner_myth_own_negative_5,noisy_negative_5_informed,True,game_myth,15,41.654666666666664,41.25,4.316181954768203,38.735,44.765,34.47,47.87,6.030000000000001
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_negative_5,gpt5nano_partner_myth_own_negative_5,noisy_negative_5_informed,True,myth_game,15,41.07,40.82000000000001,4.268720115979898,38.185,42.79,34.7,50.480000000000004,4.604999999999997
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_no_noise,gpt5nano_partner_myth_own_no_noise,default,False,game_myth,15,70.46666666666667,71.0,3.8705235280194845,70.5,72.5,58.0,74.0,2.0
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_no_noise,gpt5nano_partner_myth_own_no_noise,default,False,myth_game,15,71.8,72.0,1.8593393604027362,70.0,73.5,69.0,74.0,3.5
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_positive_5,gpt5nano_partner_myth_own_positive_5,noisy_positive_5,False,game_myth,15,73.43,74.28999999999999,2.856448844281998,73.435,75.0,64.15,75.0,1.5649999999999977
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_positive_5,gpt5nano_partner_myth_own_positive_5,noisy_positive_5,False,myth_game,15,74.30133333333333,74.72,1.0758442974617455,73.93,75.0,70.91,75.0,1.0699999999999932
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_positive_5,gpt5nano_partner_myth_own_positive_5,noisy_positive_5_informed,True,game_myth,15,74.50133333333333,75.0,0.8213652977700946,74.47,75.0,72.77,75.0,0.5300000000000011
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_own_positive_5,gpt5nano_partner_myth_own_positive_5,noisy_positive_5_informed,True,myth_game,15,74.538,75.0,1.097238091104854,74.86000000000001,75.0,71.00999999999999,75.00000000000001,0.13999999999998636
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_bootstrap,gpt5nano_partner_myth_shuffled_bootstrap,noisy_bootstrap_cooperation,False,game_myth,15,68.2,70.0,4.475329197787737,65.5,72.0,60.0,73.0,6.5
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_bootstrap,gpt5nano_partner_myth_shuffled_bootstrap,noisy_bootstrap_cooperation,False,myth_game,15,69.13333333333334,71.0,3.700707783010987,66.0,72.0,64.0,74.0,6.0
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_bootstrap,gpt5nano_partner_myth_shuffled_bootstrap,noisy_bootstrap_cooperation_informed,True,game_myth,15,66.46666666666667,66.0,4.611579628139002,64.0,69.0,57.0,74.0,5.0
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_bootstrap,gpt5nano_partner_myth_shuffled_bootstrap,noisy_bootstrap_cooperation_informed,True,myth_game,15,68.93333333333334,69.0,2.491891612715892,67.5,71.0,64.0,72.0,3.5
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_negative_5,gpt5nano_partner_myth_shuffled_negative_5,noisy_negative_5,False,game_myth,15,39.742,39.19,5.71423935695482,35.995,43.195,30.740000000000002,53.45,7.200000000000003
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_negative_5,gpt5nano_partner_myth_shuffled_negative_5,noisy_negative_5,False,myth_game,15,40.414,39.99,4.25073069348923,37.685,43.055,32.22,48.510000000000005,5.369999999999997
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_negative_5,gpt5nano_partner_myth_shuffled_negative_5,noisy_negative_5_informed,True,game_myth,15,41.153999999999996,41.019999999999996,3.6965385352863747,38.040000000000006,42.705,36.67999999999999,50.309999999999995,4.664999999999992
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_negative_5,gpt5nano_partner_myth_shuffled_negative_5,noisy_negative_5_informed,True,myth_game,15,41.698,42.07,4.6539464052411645,40.025000000000006,43.269999999999996,31.83,53.17,3.2449999999999903
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_no_noise,gpt5nano_partner_myth_shuffled_no_noise,default,False,game_myth,15,71.46666666666667,72.0,2.386469797679847,70.5,73.5,66.0,74.0,3.0
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_no_noise,gpt5nano_partner_myth_shuffled_no_noise,default,False,myth_game,15,71.2,72.0,2.4625770473805906,69.5,72.5,65.5,75.0,3.0
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_positive_5,gpt5nano_partner_myth_shuffled_positive_5,noisy_positive_5,False,game_myth,15,74.39733333333334,75.0,0.8457833787735045,74.00000000000001,75.0,72.78,75.0,0.9999999999999858
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_positive_5,gpt5nano_partner_myth_shuffled_positive_5,noisy_positive_5,False,myth_game,15,74.52199999999999,75.0,0.678382530098512,74.17999999999999,75.0,73.09,75.0,0.8200000000000074
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_positive_5,gpt5nano_partner_myth_shuffled_positive_5,noisy_positive_5_informed,True,game_myth,15,74.40599999999999,74.99999999999999,1.111317107888522,74.14999999999999,75.0,70.81,75.0,0.8500000000000085
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_shuffled_positive_5,gpt5nano_partner_myth_shuffled_positive_5,noisy_positive_5_informed,True,myth_game,15,74.84866666666667,75.0,0.2780253499918567,74.865,75.0,74.22,75.0,0.13500000000000512
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_targeted_negative_5,gpt5nano_partner_myth_targeted_negative_5,noisy_negative_5,False,game_myth,15,41.873333333333335,41.05,5.954913537415574,37.54,46.67,34.39,52.45,9.130000000000003
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_targeted_negative_5,gpt5nano_partner_myth_targeted_negative_5,noisy_negative_5,False,myth_game,15,41.169999999999995,41.86,4.601561846652876,38.410000000000004,43.620000000000005,32.97,51.44,5.210000000000001
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_targeted_negative_5,gpt5nano_partner_myth_targeted_negative_5,noisy_negative_5_informed,True,game_myth,15,41.06933333333333,42.11,4.048365572613694,38.055,43.285000000000004,34.17,48.23,5.230000000000004
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_targeted_negative_5,gpt5nano_partner_myth_targeted_negative_5,noisy_negative_5_informed,True,myth_game,15,41.224666666666664,41.39,3.770253622894937,38.209999999999994,44.67,35.33,46.86,6.460000000000008
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_targeted_positive_5,gpt5nano_partner_myth_targeted_positive_5,noisy_positive_5,False,game_myth,15,74.32666666666667,75.0,0.9773335931916787,73.85000000000001,75.0,72.38000000000001,75.00000000000001,1.1499999999999915
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_targeted_positive_5,gpt5nano_partner_myth_targeted_positive_5,noisy_positive_5,False,myth_game,15,74.46466666666667,75.0,0.891834919595282,74.255,75.0,71.82,75.0,0.7450000000000045
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_targeted_positive_5,gpt5nano_partner_myth_targeted_positive_5,noisy_positive_5_informed,True,game_myth,15,74.29133333333333,75.0,2.051908055120081,74.67,75.0,66.97,75.0,0.3299999999999983
gpt-5-nano,v4_direct_provider_controls,gpt5nano_partner_myth_targeted_positive_5,gpt5nano_partner_myth_targeted_positive_5,noisy_positive_5_informed,True,myth_game,14,74.245,74.345,0.7496948097007917,73.67249999999999,74.955,72.71000000000001,75.0,1.282500000000013
gpt-5-nano,v4_direct_provider_shared_context,gpt5nano_shared_context_bootstrap,bootstrap,noisy_bootstrap_cooperation,False,game,10,71.2,71.0,2.3944379994757305,69.5,73.5,67.0,74.0,4.0
gpt-5-nano,v4_direct_provider_shared_context,gpt5nano_shared_context_bootstrap,bootstrap,noisy_bootstrap_cooperation,False,game_myth,10,69.7,70.5,3.4334951418181574,68.0,71.75,62.0,74.0,3.75
gpt-5-nano,v4_direct_provider_shared_context,gpt5nano_shared_context_bootstrap,bootstrap,noisy_bootstrap_cooperation,False,myth_game,10,67.0,65.5,3.7118429085533475,65.0,70.0,62.0,73.0,5.0
gpt-5-nano,v4_direct_provider_shared_context,gpt5nano_shared_context_bootstrap,bootstrap,noisy_bootstrap_cooperation_informed,True,game,10,70.6,71.0,1.955050439815356,69.25,71.75,67.0,74.0,2.5
gpt-5-nano,v4_direct_provider_shared_context,gpt5nano_shared_context_bootstrap,bootstrap,noisy_bootstrap_cooperation_informed,True,game_myth,10,71.1,72.0,2.2827858224351916,70.25,72.0,66.0,74.0,1.75
gpt-5-nano,v4_direct_provider_shared_context,gpt5nano_shared_context_bootstrap,bootstrap,noisy_bootstrap_cooperation_informed,True,myth_game,10,70.1,70.5,2.2827858224351907,69.0,71.75,65.0,73.0,2.75
gpt-5-nano,v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,bootstrap,noisy_bootstrap_cooperation,False,game,3,70.66666666666667,71.0,1.5275252316519452,70.0,71.5,69.0,72.0,1.5
gpt-5-nano,v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,bootstrap,noisy_bootstrap_cooperation,False,game_myth,3,69.33333333333333,71.0,3.7859388972001833,68.0,71.5,65.0,72.0,3.5
gpt-5-nano,v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,bootstrap,noisy_bootstrap_cooperation,False,myth_game,3,66.33333333333333,66.0,0.5773502691896247,66.0,66.5,66.0,67.0,0.5
gpt-5-nano,v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,bootstrap,noisy_bootstrap_cooperation_informed,True,game,3,72.0,71.0,1.7320508075688772,71.0,72.5,71.0,74.0,1.5
gpt-5-nano,v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,bootstrap,noisy_bootstrap_cooperation_informed,True,game_myth,3,71.66666666666667,72.0,0.5773502691896278,71.5,72.0,71.0,72.0,0.5
gpt-5-nano,v4_direct_provider_shared_context_pilot,gpt5nano_shared_context_bootstrap_pilot,bootstrap,noisy_bootstrap_cooperation_informed,True,myth_game,3,71.33333333333333,73.0,2.886751345948127,70.5,73.0,68.0,73.0,2.5
gpt-5-nano,v4_direct_provider_targeted_bootstrap,targeted_myth_bootstrap_gpt5nano,targeted_myth_bootstrap_gpt5nano,noisy_bootstrap_cooperation,False,game,15,65.0,66.0,8.758669174839614,61.5,72.0,42.0,73.0,10.5
gpt-5-nano,v4_direct_provider_targeted_bootstrap,targeted_myth_bootstrap_gpt5nano,targeted_myth_bootstrap_gpt5nano,noisy_bootstrap_cooperation,False,game_myth,15,57.4,59.0,12.41427749465452,48.0,67.0,34.0,73.0,19.0
gpt-5-nano,v4_direct_provider_targeted_bootstrap,targeted_myth_bootstrap_gpt5nano,targeted_myth_bootstrap_gpt5nano,noisy_bootstrap_cooperation,False,myth_game,15,62.333333333333336,67.0,8.465616732800196,54.0,69.0,45.0,72.0,15.0
gpt-5-nano,v4_direct_provider_targeted_bootstrap,targeted_myth_bootstrap_gpt5nano,targeted_myth_bootstrap_gpt5nano,noisy_bootstrap_cooperation_informed,True,game,15,67.13333333333334,71.0,8.458864046216897,67.0,73.0,49.0,74.0,6.0
gpt-5-nano,v4_direct_provider_targeted_bootstrap,targeted_myth_bootstrap_gpt5nano,targeted_myth_bootstrap_gpt5nano,noisy_bootstrap_cooperation_informed,True,game_myth,15,60.4,61.0,7.159409393039543,56.0,65.0,44.0,72.0,9.0
gpt-5-nano,v4_direct_provider_targeted_bootstrap,targeted_myth_bootstrap_gpt5nano,targeted_myth_bootstrap_gpt5nano,noisy_bootstrap_cooperation_informed,True,myth_game,15,60.53333333333333,62.0,8.911202152881721,59.0,66.5,34.0,71.0,7.5
gpt-5-nano,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,default,False,game,5,65.2,65.0,9.364827814754525,58.0,74.0,54.0,75.0,16.0
gpt-5-nano,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,default,False,game_myth,9,65.44444444444444,66.0,6.728876412728787,60.0,71.0,55.0,75.0,11.0
gpt-5-nano,v4_direct_provider_targeted_gpt5nano,targeted_myth_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,default,False,myth_game,10,64.1,63.0,6.624030327359452,61.5,69.75,53.0,73.0,8.25
gpt-5-nano,v4_direct_provider_targeted_k1_gpt5nano,targeted_myth_k1_gpt5nano,targeted_myth_k1_gpt5nano,noisy_negative_1,False,game,5,56.331999999999994,55.620000000000005,9.20004728248719,52.32000000000001,57.190000000000005,45.739999999999995,70.78999999999999,4.869999999999997
gpt-5-nano,v4_direct_provider_targeted_k1_gpt5nano,targeted_myth_k1_gpt5nano,targeted_myth_k1_gpt5nano,noisy_negative_1,False,game_myth,10,57.61,58.24,6.82055553292969,56.815,61.7175,41.71,66.77000000000001,4.902500000000003
gpt-5-nano,v4_direct_provider_targeted_k1_gpt5nano,targeted_myth_k1_gpt5nano,targeted_myth_k1_gpt5nano,noisy_negative_1,False,myth_game,10,57.053,61.825,11.754528252739219,51.905,65.17750000000001,29.95,68.23,13.272500000000008
gpt-5-nano,v4_direct_provider_targeted_k1_gpt5nano,targeted_myth_k1_gpt5nano,targeted_myth_k1_gpt5nano,noisy_positive_1,False,game,5,66.598,70.30000000000001,7.2859364531953,61.029999999999994,71.85,56.709999999999994,73.10000000000001,10.82
gpt-5-nano,v4_direct_provider_targeted_k1_gpt5nano,targeted_myth_k1_gpt5nano,targeted_myth_k1_gpt5nano,noisy_positive_1,False,game_myth,10,69.50899999999999,69.375,3.325642627957618,67.6275,72.6325,63.040000000000006,73.16,5.0049999999999955
gpt-5-nano,v4_direct_provider_targeted_k1_gpt5nano,targeted_myth_k1_gpt5nano,targeted_myth_k1_gpt5nano,noisy_positive_1,False,myth_game,10,69.926,72.065,4.6142056015454465,68.3275,72.545,59.75,75.0,4.217500000000001
gpt-5-nano,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,targeted_myth_k2_gpt5nano,noisy_negative_2,False,game,5,54.92,56.09,6.715344369427379,51.42,59.94,45.269999999999996,61.88,8.519999999999996
gpt-5-nano,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,targeted_myth_k2_gpt5nano,noisy_negative_2,False,game_myth,10,42.296,39.31,16.338589086372583,27.935,55.267500000000005,25.169999999999998,64.64,27.332500000000007
gpt-5-nano,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,targeted_myth_k2_gpt5nano,noisy_negative_2,False,myth_game,10,54.895,55.14,3.1841700471062944,52.849999999999994,56.5325,50.230000000000004,60.27,3.6825000000000045
gpt-5-nano,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,targeted_myth_k2_gpt5nano,noisy_positive_2,False,game,5,67.78999999999999,67.99000000000001,6.189236624980497,67.1,72.75,57.870000000000005,73.24,5.650000000000006
gpt-5-nano,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,targeted_myth_k2_gpt5nano,noisy_positive_2,False,game_myth,10,65.69500000000001,67.31,7.221465302216101,59.53249999999999,71.245,54.81,75.0,11.712500000000013
gpt-5-nano,v4_direct_provider_targeted_k2_gpt5nano,targeted_myth_k2_gpt5nano,targeted_myth_k2_gpt5nano,noisy_positive_2,False,myth_game,10,70.791,73.02,6.585672074030614,71.5025,73.9375,52.769999999999996,74.78999999999999,2.4350000000000023
gpt-5-nano,v4_direct_provider_targeted_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,default,False,game,5,56.6,54.0,9.04433524367601,50.0,64.0,47.0,68.0,14.0
gpt-5-nano,v4_direct_provider_targeted_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,default,False,game_myth,10,65.7,68.0,7.118832613411962,61.0,70.25,53.0,75.0,9.25
gpt-5-nano,v4_direct_provider_targeted_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,targeted_myth_neutral_gpt5nano,default,False,myth_game,10,64.8,71.5,13.356646285651202,65.5,72.0,39.0,74.0,6.5
gpt-5.5,v4_direct_provider,noise_bootstrap_mem3_gpt5_5,bootstrap,noisy_bootstrap_cooperation,False,game,1,71.0,71.0,,71.0,71.0,71.0,71.0,0.0
gpt-5.5,v4_direct_provider,noise_negative_mem3_gpt5_5,negative_5,noisy_negative_5,False,game,1,28.049999999999997,28.049999999999997,,28.049999999999997,28.049999999999997,28.049999999999997,28.049999999999997,0.0
gpt-5.5,v4_direct_provider,noise_positive_mem3_gpt5_5,positive,noisy_positive_5,False,game,15,74.96133333333334,75.0,0.14975535605335372,75.0,75.0,74.42,75.0,0.0
gpt-5.5,v4_direct_provider,noise_positive_mem3_gpt5_5,positive,noisy_positive_5,False,game_myth,15,74.87066666666666,75.0,0.5009058461094946,75.0,75.0,73.06,75.0,0.0
gpt-5.5,v4_direct_provider,noise_positive_mem3_gpt5_5,positive,noisy_positive_5,False,myth_game,15,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
gpt-5.5,v4_direct_provider,noise_positive_mem3_gpt5_5,positive,noisy_positive_5_informed,True,game,15,74.94,75.0,0.23237900077244622,75.0,75.0,74.1,75.0,0.0
gpt-5.5,v4_direct_provider,noise_positive_mem3_gpt5_5,positive,noisy_positive_5_informed,True,game_myth,15,74.95133333333334,75.0,0.12844491129700777,75.0,75.0,74.63,75.0,0.0
gpt-5.5,v4_direct_provider,noise_positive_mem3_gpt5_5,positive,noisy_positive_5_informed,True,myth_game,2,75.0,75.0,0.0,75.0,75.0,75.0,75.0,0.0
