version,experiment,model,task_order,noise_condition,noise_label,informed,balance_r10,mean_sent,mean_returned,path
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,myth_game,noisy_negative_5_informed,negative_5,True,31.480000000000004,0.6479999999999999,0.531,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_081_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,myth_game,noisy_negative_5_informed,negative_5,True,29.96,0.496,0.477,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_087_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,myth_game,noisy_negative_5_informed,negative_5,True,28.979999999999997,0.398,0.304,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_085_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,myth_game,noisy_negative_5_informed,negative_5,True,33.67,0.867,0.677,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/myth_game/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_079_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,28.91,0.391,0.8710000000000001,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_034_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,26.369999999999997,0.137,0.0,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_044_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,26.75,0.175,0.0,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_036_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,27.939999999999998,0.294,0.4109999999999999,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_040_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,40.69,1.5689999999999997,3.38,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_038_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,27.750000000000004,0.275,0.0,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_030_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,32.59,0.759,0.534,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_042_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,29.989999999999995,0.499,0.48,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_032_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,32.61,0.7609999999999999,0.5359999999999999,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_035_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,29.29,0.429,0.038,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_037_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,33.5,0.85,1.0050000000000001,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_031_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,27.669999999999998,0.267,0.701,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_039_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,35.09,1.009,1.5939999999999999,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_041_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,29.020000000000003,0.40199999999999997,0.514,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_033_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5,negative_5,False,30.22,0.522,0.6950000000000001,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5/noise_negative_mem3_claude_sonnet_45_043_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,33.98,0.8979999999999999,0.525,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_052_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,30.29,0.529,0.523,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_058_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,31.35,0.635,0.827,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_046_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,31.199999999999996,0.6199999999999999,0.561,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_050_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,34.72,0.9719999999999999,0.653,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_056_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,32.16,0.716,0.607,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_048_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,29.24,0.42400000000000004,0.543,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_054_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,30.590000000000003,0.5589999999999999,0.193,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_053_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,32.1,0.71,0.199,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_045_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,35.1,1.0099999999999998,0.613,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_051_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,32.050000000000004,0.7050000000000001,0.859,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_047_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,27.959999999999997,0.296,0.152,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_059_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,34.97,0.9969999999999999,0.5640000000000001,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_049_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,27.5,0.25,0.059,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_057_neutral_anything.json
v4_direct_provider,noise_negative_mem3_claude_sonnet_45,claude-sonnet-4.5,game_myth,noisy_negative_5_informed,negative_5,True,30.11,0.511,0.157,noise_experiments/v4_direct_provider/noise_negative_mem3_claude_sonnet_45/claude-sonnet-4.5/game_myth/noisy_negative_5_informed/noise_negative_mem3_claude_sonnet_45_055_neutral_anything.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,65.5,4.05,12.15,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_019_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,50.0,2.5,7.5,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_028_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,49.5,2.45,7.35,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_018_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,45.0,2.0,6.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_029_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,72.5,4.75,14.25,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_023_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,72.5,4.75,14.25,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_024_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,64.5,3.95,11.85,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_015_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,65.0,4.0,12.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_025_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,75.0,5.0,15.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_022_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,55.0,3.0,9.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_020_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,55.0,3.0,9.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_027_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,45.0,2.0,6.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_016_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,67.0,4.2,12.6,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_026_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,75.0,5.0,15.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_021_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation_informed,bootstrap,True,45.0,2.0,6.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_017_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,45.0,2.0,6.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_012_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,69.0,4.4,13.2,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_000_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,53.5,2.85,8.55,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_007_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,54.5,2.95,8.85,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_006_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,54.5,2.95,8.85,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_001_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,75.0,5.0,15.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_014_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,53.0,2.8,8.4,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_013_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,63.0,3.8,11.4,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_003_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,62.5,3.75,11.25,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_004_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,55.0,3.0,9.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_011_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,75.0,5.0,15.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_010_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,75.0,5.0,15.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_005_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,54.5,2.95,8.85,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_002_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,75.0,5.0,15.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_008_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,game,noisy_bootstrap_cooperation,bootstrap,False,75.0,5.0,15.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_gemini_3_1_pro_009_neutral.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,75.0,5.0,15.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/myth_game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_084_neutral_anything.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,69.0,4.4,13.2,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/myth_game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_078_neutral_anything.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,63.0,3.8,11.4,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/myth_game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_086_neutral_anything.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,70.0,4.5,13.5,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/myth_game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_088_neutral_anything.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,75.0,5.0,15.0,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/myth_game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_080_neutral_anything.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,71.0,4.6,13.8,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/myth_game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_082_neutral_anything.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,69.0,4.4,13.2,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/myth_game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_076_neutral_anything.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,71.0,4.6,13.8,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/myth_game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_079_neutral_anything.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,69.0,4.4,13.2,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/myth_game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_085_neutral_anything.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,70.0,4.5,13.5,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/myth_game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_087_neutral_anything.json
v4_direct_provider,noise_bootstrap_mem3_gemini_3_1_pro,gemini-3.1-pro-preview,myth_game,noisy_bootstrap_cooperation_informed,bootstrap,True,70.0,4.5,13.5,noise_experiments/v4_direct_provider/noise_bootstrap_mem3_gemini_3_1_pro/gemini-3.1-pro-preview/myth_game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_gemini_3_1_pro_075_neutral_anything.json
