source,population,condition,condition_label,run_id,path,replicate_id,num_agents,final_balance,joint_balance,mean_trust_ratio,mean_return_ratio,mean_sent,mean_returned,mean_later_communicated_sent,num_interactions
Invalidated 2026-08-10,2-agent repeated dyad,game,Game only,Invalidated 2026-08-10|2-agent repeated dyad|game|03,data/json/noise_experiments/v2/noise2i_memprimary_game/claude-sonnet-4.5/game/noisy_bidirectional_informed_memprimary/noise2i_memprimary_game_002_neutral_rep02.json,2,2,46.0,92.0,0.42000000000000004,0.12691746031746032,2.1,0.867,0.3788888888888889,10
Invalidated 2026-08-10,2-agent repeated dyad,game,Game only,Invalidated 2026-08-10|2-agent repeated dyad|game|04,data/json/noise_experiments/v2/noise2i_memprimary_game/claude-sonnet-4.5/game/noisy_bidirectional_informed_memprimary/noise2i_memprimary_game_003_neutral_rep03.json,3,2,41.5,83.0,0.32999999999999996,0.10988888888888888,1.65,0.735,0.18222222222222223,10
Invalidated 2026-08-10,2-agent repeated dyad,game,Game only,Invalidated 2026-08-10|2-agent repeated dyad|game|05,data/json/noise_experiments/v2/noise2i_memprimary_game/claude-sonnet-4.5/game/noisy_bidirectional_informed_memprimary/noise2i_memprimary_game_004_neutral_rep04.json,4,2,47.75,95.5,0.45500000000000007,0.08666666666666668,2.275,0.75,0.3011111111111111,10
Invalidated 2026-08-10,2-agent repeated dyad,game_myth,Game → Myth,Invalidated 2026-08-10|2-agent repeated dyad|game_myth|01,data/json/noise_experiments/v2/noise2i_memprimary_game_myth/claude-sonnet-4.5/game_myth/noisy_bidirectional_informed_memprimary/noise2i_memprimary_game_myth_000_neutral_rep00_memtest_memory_primary_anything.json,0,2,49.5,99.0,0.48999999999999994,0.15246031746031746,2.45,0.905,0.37333333333333335,10
Invalidated 2026-08-10,2-agent repeated dyad,game_myth,Game → Myth,Invalidated 2026-08-10|2-agent repeated dyad|game_myth|02,data/json/noise_experiments/v2/noise2i_memprimary_game_myth/claude-sonnet-4.5/game_myth/noisy_bidirectional_informed_memprimary/noise2i_memprimary_game_myth_001_neutral_rep01_memtest_memory_primary_anything.json,1,2,48.7,97.4,0.47400000000000003,0.10087037037037039,2.37,0.8320000000000001,0.24666666666666665,10
Invalidated 2026-08-10,2-agent repeated dyad,game_myth,Game → Myth,Invalidated 2026-08-10|2-agent repeated dyad|game_myth|03,data/json/noise_experiments/v2/noise2i_memprimary_game_myth/claude-sonnet-4.5/game_myth/noisy_bidirectional_informed_memprimary/noise2i_memprimary_game_myth_002_neutral_rep02_memtest_memory_primary_anything.json,2,2,66.0,132.0,0.82,0.03777777777777778,4.1,0.4,0.08222222222222222,10
Invalidated 2026-08-10,2-agent repeated dyad,game_myth,Game → Myth,Invalidated 2026-08-10|2-agent repeated dyad|game_myth|04,data/json/noise_experiments/v2/noise2i_memprimary_game_myth/claude-sonnet-4.5/game_myth/noisy_bidirectional_informed_memprimary/noise2i_memprimary_game_myth_003_neutral_rep03_memtest_memory_primary_anything.json,3,2,53.0,106.0,0.5599999999999999,0.1241111111111111,2.8,0.85,0.3111111111111111,10
Invalidated 2026-08-10,2-agent repeated dyad,game_myth,Game → Myth,Invalidated 2026-08-10|2-agent repeated dyad|game_myth|05,data/json/noise_experiments/v2/noise2i_memprimary_game_myth/claude-sonnet-4.5/game_myth/noisy_bidirectional_informed_memprimary/noise2i_memprimary_game_myth_004_neutral_rep04_memtest_memory_primary_anything.json,4,2,50.0,100.0,0.5,0.1126984126984127,2.5,0.905,0.2733333333333333,10
Invalidated 2026-08-10,2-agent repeated dyad,myth_game,Myth → Game,Invalidated 2026-08-10|2-agent repeated dyad|myth_game|01,data/json/noise_experiments/v2/noise2i_memtest_memprimary/claude-sonnet-4.5/myth_game/noisy_bidirectional_informed_memprimary/noise2i_memtest_memprimary_000_neutral_rep00_memtest_memory_primary_anything.json,0,2,62.0,124.0,0.74,0.11007857142857143,3.7,1.2329999999999999,0.2911111111111111,10
Invalidated 2026-08-10,2-agent repeated dyad,myth_game,Myth → Game,Invalidated 2026-08-10|2-agent repeated dyad|myth_game|02,data/json/noise_experiments/v2/noise2i_memtest_memprimary/claude-sonnet-4.5/myth_game/noisy_bidirectional_informed_memprimary/noise2i_memtest_memprimary_001_neutral_rep01_memtest_memory_primary_anything.json,1,2,52.5,105.0,0.55,0.08511111111111111,2.75,0.7060000000000001,0.24222222222222223,10
Invalidated 2026-08-10,2-agent repeated dyad,myth_game,Myth → Game,Invalidated 2026-08-10|2-agent repeated dyad|myth_game|03,data/json/noise_experiments/v2/noise2i_memtest_memprimary/claude-sonnet-4.5/myth_game/noisy_bidirectional_informed_memprimary/noise2i_memtest_memprimary_002_neutral_rep02_memtest_memory_primary_anything.json,2,2,65.0,130.0,0.8,0.059866666666666665,4.0,0.8290000000000001,0.05666666666666667,10
Invalidated 2026-08-10,2-agent repeated dyad,myth_game,Myth → Game,Invalidated 2026-08-10|2-agent repeated dyad|myth_game|04,data/json/noise_experiments/v2/noise2i_memtest_memprimary/claude-sonnet-4.5/myth_game/noisy_bidirectional_informed_memprimary/noise2i_memtest_memprimary_003_neutral_rep03_memtest_memory_primary_anything.json,3,2,62.5,125.0,0.75,0.09393333333333333,3.75,0.8879999999999999,0.26,10
Invalidated 2026-08-10,2-agent repeated dyad,myth_game,Myth → Game,Invalidated 2026-08-10|2-agent repeated dyad|myth_game|05,data/json/noise_experiments/v2/noise2i_memtest_memprimary/claude-sonnet-4.5/myth_game/noisy_bidirectional_informed_memprimary/noise2i_memtest_memprimary_004_neutral_rep04_memtest_memory_primary_anything.json,4,2,61.0,122.0,0.72,0.0847111111111111,3.6,1.2319999999999998,0.19444444444444445,10
