model,model_family,population,num_agents,condition,condition_label,replicate_id,path,final_balance,joint_balance,mean_trust_ratio,mean_return_ratio,mean_sent,mean_returned,mean_later_communicated_sent,num_interactions
GPT-5 Nano,gpt,2-agent repeated dyad,2,game_myth,Game → Myth,2,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_signed_gpt_n5_game_myth/gpt-5-nano/game_myth/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_signed_gpt_n5_game_myth_002_neutral_rep02_memtest_memory_primary_anything.json,47.5,95.0,0.45,0.32788888888888884,2.25,2.185,2.038888888888889,10
GPT-5 Nano,gpt,2-agent repeated dyad,2,game_myth,Game → Myth,3,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_signed_gpt_n5_game_myth/gpt-5-nano/game_myth/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_signed_gpt_n5_game_myth_003_neutral_rep03_memtest_memory_primary_anything.json,67.5,135.0,0.85,0.35190476190476194,4.25,4.4399999999999995,4.152222222222222,10
GPT-5 Nano,gpt,2-agent repeated dyad,2,game_myth,Game → Myth,4,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_signed_gpt_n5_game_myth/gpt-5-nano/game_myth/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_signed_gpt_n5_game_myth_004_neutral_rep04_memtest_memory_primary_anything.json,65.5,131.0,0.8099999999999999,0.4081428571428571,4.05,4.962000000000001,4.102222222222221,10
GPT-5 Nano,gpt,2-agent repeated dyad,2,myth_game,Myth → Game,0,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_signed_gpt_n5_myth_game_000_neutral_rep00_memtest_memory_primary_anything.json,68.5,137.0,0.8699999999999999,0.41467857142857145,4.35,5.319,4.2877777777777775,10
GPT-5 Nano,gpt,2-agent repeated dyad,2,myth_game,Myth → Game,1,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_signed_gpt_n5_myth_game_001_neutral_rep01_memtest_memory_primary_anything.json,70.0,140.0,0.9,0.4035277777777778,4.5,5.468999999999999,4.636666666666667,10
GPT-5 Nano,gpt,2-agent repeated dyad,2,myth_game,Myth → Game,2,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_signed_gpt_n5_myth_game_002_neutral_rep02_memtest_memory_primary_anything.json,58.0,116.0,0.6599999999999999,0.33198412698412694,3.3,3.3,3.2055555555555557,10
GPT-5 Nano,gpt,2-agent repeated dyad,2,myth_game,Myth → Game,3,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_signed_gpt_n5_myth_game_003_neutral_rep03_memtest_memory_primary_anything.json,63.5,127.0,0.77,0.43932539682539684,3.85,5.04,3.8544444444444443,10
GPT-5 Nano,gpt,2-agent repeated dyad,2,myth_game,Myth → Game,4,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_signed_gpt_n5_myth_game_004_neutral_rep04_memtest_memory_primary_anything.json,71.0,142.0,0.9199999999999999,0.4530555555555556,4.6,6.33,4.462222222222222,10
GPT-5 Nano,gpt,8-agent rotating population,8,game,Game only,0,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game/gpt-5-nano/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_signed_gpt_n5_game_000_neutral_rep00.json,63.25,506.0,0.765,0.3394825396825396,3.825,3.88725,3.8225,40
GPT-5 Nano,gpt,8-agent rotating population,8,game,Game only,1,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game/gpt-5-nano/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_signed_gpt_n5_game_001_neutral_rep01.json,61.375,491.00000000000006,0.7274999999999999,0.4387979497354496,3.6375,4.811249999999999,3.755555555555555,40
GPT-5 Nano,gpt,8-agent rotating population,8,game,Game only,2,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game/gpt-5-nano/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_signed_gpt_n5_game_002_neutral_rep02.json,61.375,491.0,0.7275,0.3596608796296296,3.6375,3.967875,3.5549999999999997,40
GPT-5 Nano,gpt,8-agent rotating population,8,game,Game only,3,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game/gpt-5-nano/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_signed_gpt_n5_game_003_neutral_rep03.json,63.0,503.99999999999994,0.76,0.3998888888888888,3.8,4.65525,3.826111111111111,40
GPT-5 Nano,gpt,8-agent rotating population,8,game,Game only,4,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game/gpt-5-nano/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_signed_gpt_n5_game_004_neutral_rep04.json,64.1875,513.5,0.7837500000000001,0.3974760506249283,3.91875,4.635,3.883611111111112,40
GPT-5 Nano,gpt,8-agent rotating population,8,game_myth,Game → Myth,0,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game_myth/gpt-5-nano/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_game_myth_000_neutral_rep00_memtest_memory_primary_anything.json,60.95,487.6,0.719,0.3555688492063492,3.595,3.84825,3.648888888888889,40
GPT-5 Nano,gpt,8-agent rotating population,8,game_myth,Game → Myth,1,data/json/noise_experiments/history_factorial_mythrepairs_20260821/noise8_crossmodel_signed_gpt_n5_game_myth_mythrepair/gpt-5-nano/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_game_myth_mythrepair_000_neutral_rep01_memtest_memory_primary_anything.json,62.5,500.0,0.75,0.3719722222222222,3.75,4.1955,3.940833333333333,40
GPT-5 Nano,gpt,8-agent rotating population,8,game_myth,Game → Myth,2,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game_myth/gpt-5-nano/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_game_myth_002_neutral_rep02_memtest_memory_primary_anything.json,63.75,510.0,0.775,0.3413888888888888,3.875,3.9625,3.8102777777777774,40
GPT-5 Nano,gpt,8-agent rotating population,8,game_myth,Game → Myth,3,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game_myth/gpt-5-nano/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_game_myth_003_neutral_rep03_memtest_memory_primary_anything.json,63.125,505.0,0.7625,0.3772374338624338,3.8125,4.36425,3.853888888888889,40
GPT-5 Nano,gpt,8-agent rotating population,8,game_myth,Game → Myth,4,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game_myth/gpt-5-nano/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_game_myth_004_neutral_rep04_memtest_memory_primary_anything.json,61.375,491.0,0.7274999999999999,0.3633323412698412,3.6375,3.887999999999999,3.526388888888889,40
GPT-5 Nano,gpt,8-agent rotating population,8,myth_game,Myth → Game,0,data/json/noise_experiments/history_factorial_mythrepairs_20260821/noise8_crossmodel_signed_gpt_n5_myth_game_mythrepair/gpt-5-nano/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_myth_game_mythrepair_000_neutral_rep00_memtest_memory_primary_anything.json,67.75,542.0,0.8550000000000001,0.349756261568955,4.275,4.4375,4.193888888888889,40
GPT-5 Nano,gpt,8-agent rotating population,8,myth_game,Myth → Game,1,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_myth_game_001_neutral_rep01_memtest_memory_primary_anything.json,65.625,525.0,0.8125,0.4826891534391534,4.0625,5.863,4.1575,40
GPT-5 Nano,gpt,8-agent rotating population,8,myth_game,Myth → Game,2,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_myth_game_002_neutral_rep02_memtest_memory_primary_anything.json,65.0625,520.5,0.8012499999999999,0.3767826468194115,4.00625,4.5225,3.818333333333334,40
GPT-5 Nano,gpt,8-agent rotating population,8,myth_game,Myth → Game,3,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_myth_game_003_neutral_rep03_memtest_memory_primary_anything.json,66.625,533.0,0.8324999999999999,0.3804865079365079,4.1625,4.662750000000001,4.129722222222222,40
GPT-5 Nano,gpt,8-agent rotating population,8,myth_game,Myth → Game,4,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_myth_game/gpt-5-nano/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_signed_gpt_n5_myth_game_004_neutral_rep04_memtest_memory_primary_anything.json,66.25,530.0,0.825,0.4340982142857143,4.125,5.391249999999999,4.049722222222223,40
Gemini 3.7 Flash,gemini,2-agent repeated dyad,2,game,Game only,90,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_gemini37_flash_n3_game/gemini-3.7-flash/game/noisy2_crossmodel_signed_game_r3/noise2_crossmodel_gemini37_flash_n3_game_000_neutral_rep90.json,75.0,150.0,1.0,0.47553333333333325,5.0,7.133,4.7266666666666675,10
Gemini 3.7 Flash,gemini,2-agent repeated dyad,2,game,Game only,91,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_gemini37_flash_n3_game/gemini-3.7-flash/game/noisy2_crossmodel_signed_game_r3/noise2_crossmodel_gemini37_flash_n3_game_001_neutral_rep91.json,75.0,150.0,1.0,0.4740666666666667,5.0,7.111,4.711111111111112,10
Gemini 3.7 Flash,gemini,2-agent repeated dyad,2,game,Game only,92,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_gemini37_flash_n3_game/gemini-3.7-flash/game/noisy2_crossmodel_signed_game_r3/noise2_crossmodel_gemini37_flash_n3_game_002_neutral_rep92.json,75.0,150.0,1.0,0.4734,5.0,7.100999999999999,4.823333333333333,10
Gemini 3.7 Flash,gemini,2-agent repeated dyad,2,game_myth,Game → Myth,90,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_gemini37_flash_n3_game_myth/gemini-3.7-flash/game_myth/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_gemini37_flash_n3_game_myth_000_neutral_rep90_memtest_memory_primary_anything.json,75.0,150.0,1.0,0.47539999999999993,5.0,7.131,4.7266666666666675,10
Gemini 3.7 Flash,gemini,2-agent repeated dyad,2,game_myth,Game → Myth,91,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_gemini37_flash_n3_game_myth/gemini-3.7-flash/game_myth/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_gemini37_flash_n3_game_myth_001_neutral_rep91_memtest_memory_primary_anything.json,75.0,150.0,1.0,0.4740333333333333,5.0,7.110499999999999,4.711111111111112,10
Gemini 3.7 Flash,gemini,2-agent repeated dyad,2,game_myth,Game → Myth,92,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_gemini37_flash_n3_game_myth/gemini-3.7-flash/game_myth/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_gemini37_flash_n3_game_myth_002_neutral_rep92_memtest_memory_primary_anything.json,75.0,150.0,1.0,0.4765,5.0,7.147499999999999,4.823333333333333,10
Gemini 3.7 Flash,gemini,2-agent repeated dyad,2,myth_game,Myth → Game,90,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_gemini37_flash_n3_myth_game/gemini-3.7-flash/myth_game/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_gemini37_flash_n3_myth_game_000_neutral_rep90_memtest_memory_primary_anything.json,75.0,150.0,1.0,0.4755,5.0,7.1324999999999985,4.7266666666666675,10
Gemini 3.7 Flash,gemini,2-agent repeated dyad,2,myth_game,Myth → Game,91,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_gemini37_flash_n3_myth_game/gemini-3.7-flash/myth_game/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_gemini37_flash_n3_myth_game_001_neutral_rep91_memtest_memory_primary_anything.json,75.0,150.0,1.0,0.4851333333333333,5.0,7.276999999999999,4.711111111111112,10
Gemini 3.7 Flash,gemini,2-agent repeated dyad,2,myth_game,Myth → Game,92,data/json/noise_experiments/crossmodel_population_size_dyads_20260824/noise2_crossmodel_gemini37_flash_n3_myth_game/gemini-3.7-flash/myth_game/noisy2_crossmodel_signed_twotask_r3/noise2_crossmodel_gemini37_flash_n3_myth_game_002_neutral_rep92_memtest_memory_primary_anything.json,75.0,150.0,1.0,0.4764666666666667,5.0,7.147,4.823333333333333,10
Gemini 3.7 Flash,gemini,8-agent rotating population,8,game,Game only,90,data/json/noise_experiments/gemini37_flash_task_order_n3_20260823/noise8_crossmodel_gemini37_flash_n3_game/gemini-3.7-flash/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_gemini37_flash_n3_game_000_neutral_rep90.json,75.0,600.0,1.0,0.46595,5.0,6.98925,4.654722222222222,40
Gemini 3.7 Flash,gemini,8-agent rotating population,8,game,Game only,91,data/json/noise_experiments/gemini37_flash_task_order_n3_20260823/noise8_crossmodel_gemini37_flash_n3_game/gemini-3.7-flash/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_gemini37_flash_n3_game_001_neutral_rep91.json,75.0,600.0,1.0,0.4783666666666667,5.0,7.1754999999999995,4.7941666666666665,40
Gemini 3.7 Flash,gemini,8-agent rotating population,8,game,Game only,92,data/json/noise_experiments/gemini37_flash_task_order_n3_20260823/noise8_crossmodel_gemini37_flash_n3_game/gemini-3.7-flash/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_gemini37_flash_n3_game_002_neutral_rep92.json,75.0,600.0,1.0,0.4749,5.0,7.1235,4.77,40
Gemini 3.7 Flash,gemini,8-agent rotating population,8,game_myth,Game → Myth,90,data/json/noise_experiments/gemini37_flash_task_order_n3_20260823/noise8_crossmodel_gemini37_flash_n3_game_myth/gemini-3.7-flash/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_gemini37_flash_n3_game_myth_000_neutral_rep90_memtest_memory_primary_anything.json,75.0,600.0,1.0,0.4659333333333332,5.0,6.989,4.654722222222222,40
Gemini 3.7 Flash,gemini,8-agent rotating population,8,game_myth,Game → Myth,91,data/json/noise_experiments/gemini37_flash_task_order_n3_20260823/noise8_crossmodel_gemini37_flash_n3_game_myth/gemini-3.7-flash/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_gemini37_flash_n3_game_myth_001_neutral_rep91_memtest_memory_primary_anything.json,75.0,600.0,1.0,0.4783083333333334,5.0,7.174625000000001,4.7941666666666665,40
Gemini 3.7 Flash,gemini,8-agent rotating population,8,game_myth,Game → Myth,92,data/json/noise_experiments/gemini37_flash_task_order_n3_20260823/noise8_crossmodel_gemini37_flash_n3_game_myth/gemini-3.7-flash/game_myth/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_gemini37_flash_n3_game_myth_002_neutral_rep92_memtest_memory_primary_anything.json,75.0,600.0,1.0,0.4756166666666667,5.0,7.13425,4.77,40
Gemini 3.7 Flash,gemini,8-agent rotating population,8,myth_game,Myth → Game,90,data/json/noise_experiments/gemini37_flash_task_order_n3_20260823/noise8_crossmodel_gemini37_flash_n3_myth_game/gemini-3.7-flash/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_gemini37_flash_n3_myth_game_000_neutral_rep90_memtest_memory_primary_anything.json,75.0,600.0,1.0,0.4659333333333332,5.0,6.989,4.654722222222222,40
Gemini 3.7 Flash,gemini,8-agent rotating population,8,myth_game,Myth → Game,91,data/json/noise_experiments/gemini37_flash_task_order_n3_20260823/noise8_crossmodel_gemini37_flash_n3_myth_game/gemini-3.7-flash/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_gemini37_flash_n3_myth_game_001_neutral_rep91_memtest_memory_primary_anything.json,75.0,600.0,1.0,0.4783083333333334,5.0,7.174625000000001,4.7941666666666665,40
Gemini 3.7 Flash,gemini,8-agent rotating population,8,myth_game,Myth → Game,92,data/json/noise_experiments/gemini37_flash_task_order_n3_20260823/noise8_crossmodel_gemini37_flash_n3_myth_game/gemini-3.7-flash/myth_game/noisy8_crossmodel_signed_smoke_twotask_r3/noise8_crossmodel_gemini37_flash_n3_myth_game_002_neutral_rep92_memtest_memory_primary_anything.json,75.0,600.0,1.0,0.4756333333333334,5.0,7.1345,4.77,40
