path,uploader,expset,model,llm_provider,provider_model,llm_provider_mode,max_output_tokens,max_output_tokens_source,thinking_level,temperature_sent,temperature,chat_memory_mode,code_commit,config_path,defector_ratio_actual,err_msgs,error,errors,g_empty,g_llm,g_n_usage,g_nojson,g_other_src,g_out_max,g_out_mean,g_out_median,g_reasoning_encrypted,g_reasoning_text,g_reasoning_tok_pos,g_rtok_max,g_rtok_mean,g_scripted,game_params_name,m_n,m_out_max,m_out_mean,m_reasoning_text,m_rtok_mean,memory_capacity,n_errors,n_interactions,n_rounds_done,noise_config,num_agents,num_turns,random_defection_probability,task_order,inferred_provider
data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_021_neutral_rep01_myth_game_directive_anything.json,local(data/json),noise_experiments/myth_causal_negative2_informed_claude_r10,anthropic/claude-sonnet-4.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,1668.0,950.4,916.0,0.0,20.0,20.0,907.0,513.0,0.0,noisy_negative_2_informed_myth_causal_10,20.0,830.0,592.0,20.0,292.8,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 2.0, ""direction"": ""negative"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,myth+game,openrouter(reasoning text)
data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_022_neutral_rep02_myth_game_directive_anything.json,local(data/json),noise_experiments/myth_causal_negative2_informed_claude_r10,anthropic/claude-sonnet-4.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,2355.0,958.3,930.0,0.0,20.0,20.0,1157.0,527.1,0.0,noisy_negative_2_informed_myth_causal_10,20.0,937.0,630.3,20.0,330.9,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 2.0, ""direction"": ""negative"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,myth+game,openrouter(reasoning text)
data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_016_neutral_rep06_myth_control_anything.json,local(data/json),noise_experiments/myth_causal_negative2_informed_claude_r10,anthropic/claude-sonnet-4.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,1555.0,1003.1,1009.5,0.0,20.0,20.0,849.0,552.1,0.0,noisy_negative_2_informed_myth_causal_10,20.0,715.0,529.0,20.0,254.3,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 2.0, ""direction"": ""negative"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,myth+game,openrouter(reasoning text)
data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_014_neutral_rep04_myth_control_anything.json,local(data/json),noise_experiments/myth_causal_negative2_informed_claude_r10,anthropic/claude-sonnet-4.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,3271.0,1050.5,848.5,0.0,20.0,20.0,1765.0,602.8,0.0,noisy_negative_2_informed_myth_causal_10,20.0,929.0,595.6,20.0,314.4,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 2.0, ""direction"": ""negative"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,myth+game,openrouter(reasoning text)
data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_023_neutral_rep03_myth_game_directive_anything.json,local(data/json),noise_experiments/myth_causal_negative2_informed_claude_r10,anthropic/claude-sonnet-4.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,1554.0,982.6,1011.5,0.0,20.0,20.0,786.0,552.6,0.0,noisy_negative_2_informed_myth_causal_10,20.0,691.0,599.4,20.0,300.0,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 2.0, ""direction"": ""negative"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,myth+game,openrouter(reasoning text)
data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_020_neutral_rep00_myth_game_directive_anything.json,local(data/json),noise_experiments/myth_causal_negative2_informed_claude_r10,anthropic/claude-sonnet-4.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,1449.0,935.3,944.0,0.0,20.0,20.0,837.0,549.1,0.0,noisy_negative_2_informed_myth_causal_10,20.0,1265.0,652.8,20.0,330.4,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 2.0, ""direction"": ""negative"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,myth+game,openrouter(reasoning text)
data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_028_neutral_rep08_myth_game_directive_anything.json,local(data/json),noise_experiments/myth_causal_negative2_informed_claude_r10,anthropic/claude-sonnet-4.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,2049.0,1208.2,1155.0,0.0,20.0,20.0,985.0,648.5,0.0,noisy_negative_2_informed_myth_causal_10,20.0,861.0,617.4,20.0,310.9,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 2.0, ""direction"": ""negative"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,myth+game,openrouter(reasoning text)
data/json/noise_experiments/myth_causal_negative2_informed_claude_r10/myth_causal_noise_negative2_informed_claude_r10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_noise_negative2_informed_claude_r10_018_neutral_rep08_myth_control_anything.json,local(data/json),noise_experiments/myth_causal_negative2_informed_claude_r10,anthropic/claude-sonnet-4.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,2974.0,1324.8,1145.5,0.0,20.0,20.0,1334.0,690.1,0.0,noisy_negative_2_informed_myth_causal_10,20.0,781.0,559.6,20.0,293.2,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 2.0, ""direction"": ""negative"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,myth+game,openrouter(reasoning text)
data/json/noise_experiments/v4_direct_provider/noise_negative_mem3_gpt5_5/gpt-5.5/game/noisy_negative_5/noise_negative_mem3_gpt5_5_000_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,97.0,38.6,33.0,12.0,0.0,12.0,80.0,25.9,0.0,noisy_negative_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""negative"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_020_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,123.0,36.9,28.0,12.0,0.0,12.0,108.0,24.1,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_027_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,109.0,28.4,11.0,8.0,0.0,8.0,92.0,16.2,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_016_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,156.0,48.7,29.0,14.0,0.0,14.0,139.0,35.2,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_026_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,132.0,34.8,9.0,7.0,0.0,7.0,118.0,23.6,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_021_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,126.0,29.8,11.0,9.0,0.0,9.0,111.0,17.4,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_017_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,127.0,29.6,11.0,9.0,0.0,9.0,110.0,17.1,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_023_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,114.0,28.4,9.0,8.0,0.0,8.0,99.0,16.8,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_024_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,142.0,43.8,20.0,10.0,0.0,10.0,127.0,31.6,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_015_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,69.0,23.4,10.0,7.0,0.0,7.0,52.0,12.2,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_025_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,187.0,47.3,27.0,11.0,0.0,11.0,172.0,34.9,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_022_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,101.0,29.4,10.0,9.0,0.0,9.0,84.0,17.1,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_019_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,93.0,21.9,10.0,6.0,0.0,6.0,76.0,10.6,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_028_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,133.0,30.6,11.0,9.0,0.0,9.0,118.0,18.4,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_018_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,73.0,22.7,9.0,7.0,0.0,7.0,58.0,11.4,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_029_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,93.0,30.2,10.5,9.0,0.0,9.0,79.0,18.6,0.0,noisy_positive_5_informed,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_008_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,94.0,32.6,20.0,10.0,0.0,10.0,77.0,20.1,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_009_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,158.0,37.6,11.0,9.0,0.0,9.0,142.0,25.5,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_011_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,148.0,37.7,19.5,10.0,0.0,10.0,131.0,25.4,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_003_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,109.0,32.2,11.0,9.0,0.0,9.0,94.0,20.0,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_004_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,140.0,28.4,9.0,7.0,0.0,7.0,123.0,17.1,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_005_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,159.0,38.2,18.0,10.0,0.0,10.0,145.0,26.4,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_002_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,68.0,29.0,18.0,10.0,0.0,10.0,51.0,16.5,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_010_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,177.0,45.5,11.0,9.0,0.0,9.0,162.0,32.5,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_000_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,207.0,46.9,25.5,11.0,0.0,11.0,190.0,34.3,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_007_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,116.0,37.8,27.0,11.0,0.0,11.0,99.0,24.4,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_012_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,121.0,37.0,30.0,12.0,0.0,12.0,104.0,23.4,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_014_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,186.0,38.6,21.0,10.0,0.0,10.0,169.0,25.4,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_013_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,122.0,36.6,29.5,11.0,0.0,11.0,106.0,24.2,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_006_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,101.0,41.0,21.5,10.0,0.0,10.0,84.0,27.8,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/game/noisy_positive_5/noise_positive_mem3_gpt5_5_001_neutral.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,113.0,30.3,11.0,8.0,0.0,8.0,96.0,18.5,0.0,noisy_positive_5,0.0,,,0.0,,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": false}",2.0,10.0,,game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_075_neutral_anything.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,101.0,19.4,11.0,3.0,0.0,3.0,84.0,8.6,0.0,noisy_positive_5_informed,20.0,327.0,283.6,0.0,15.4,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,myth+game,openrouter-or-direct(ambiguous)
data/json/noise_experiments/v4_direct_provider/noise_positive_mem3_gpt5_5/gpt-5.5/myth_game/noisy_positive_5_informed/noise_positive_mem3_gpt5_5_076_neutral_anything.json,local(data/json),noise_experiments/v4_direct_provider,openai/gpt-5.5,,,,,,,,0.8,,,,,,,,0.0,20.0,20.0,0.0,,70.0,19.6,11.0,5.0,0.0,5.0,53.0,8.1,0.0,noisy_positive_5_informed,20.0,767.0,319.8,0.0,62.6,3.0,0.0,0.0,10.0,"{""type"": ""uniform"", ""range"": 5.0, ""direction"": ""positive"", ""applies_to"": ""both"", ""inform_agents"": true}",2.0,10.0,,myth+game,openrouter-or-direct(ambiguous)
