path,uploader,expset,model,inferred,agent,task,etype,emsg,resp_chars,resp_out,resp_rtok,resp_head
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_myth_game_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_crossmodel_dyad_myth_game_n5_026_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_1,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_myth_game_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_crossmodel_dyad_myth_game_n5_026_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_2,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_myth_game_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_crossmodel_dyad_myth_game_n5_028_neutral_rep03_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_1,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_myth_game_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_crossmodel_dyad_myth_game_n5_028_neutral_rep03_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_1,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_myth_game_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_crossmodel_dyad_myth_game_n5_028_neutral_rep03_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_2,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_game_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_random25_game_r3/negative_only_crossmodel_dyad_game_n5_005_neutral_rep00.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_1,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: {""return"": 0}",13,9.0,0.0,"{""return"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_game_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_crossmodel_dyad_game_n5_004_neutral_rep04.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_1,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: Now I'm the SENDER in Round 5.

**Current situation:**
- Total earnings: $14.92

**Calculating Round 4 outcome:**
-",1048,329.0,0.0,Now I'm the SENDER in Round 5.  **Current situation:** - Total earnings: $14.92  **Calculating Round 4 outcome:** - Afte
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_game_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_crossmodel_dyad_game_n5_004_neutral_rep04.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_2,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: I need to decide how much to send as the SENDER in this final round (Round 10).

Let me review my earnings progress",1197,379.0,0.0,I need to decide how much to send as the SENDER in this final round (Round 10).  Let me review my earnings progression: 
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_game_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_crossmodel_dyad_game_n5_003_neutral_rep03.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_2,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: I'm the sender in Round 8. Let me assess the situation:

My total earnings of $35.90 across 8 rounds is excellent (",1291,379.0,0.0,I'm the sender in Round 8. Let me assess the situation:  My total earnings of $35.90 across 8 rounds is excellent (avera
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_game_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_random50_game_r3/negative_only_crossmodel_dyad_game_n5_012_neutral_rep02.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_1,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: {""return"": 0}",13,9.0,0.0,"{""return"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_game_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_random25_game_r3/negative_only_crossmodel_dyad_game_n5_037_neutral_rep02.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,google/gemini-3.7-flash,google(meta),Agent_1,game,RemoteDisconnected,Remote end closed connection without response,0,,,
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_game_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_random25_game_r3/negative_only_crossmodel_dyad_game_n5_036_neutral_rep01.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,google/gemini-3.7-flash,google(meta),Agent_2,game,RemoteDisconnected,Remote end closed connection without response,0,,,
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_dyad_game_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_random25_game_r3/negative_only_crossmodel_dyad_game_n5_035_neutral_rep00.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,google/gemini-3.7-flash,google(meta),Agent_2,game,RemoteDisconnected,Remote end closed connection without response,0,,,
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_game_myth_n5_009_neutral_rep04_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_8,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: Looking at the situation:

**My co-player's history:**
- Round 3: As receiver, saw $3.57 sent, returned $6.5 (very ",1419,382.0,0.0,"Looking at the situation:  **My co-player's history:** - Round 3: As receiver, saw $3.57 sent, returned $6.5 (very gener"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/negative_only_crossmodel_population_game_myth_n5_002_neutral_rep02_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_5,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: I need to decide how much to send as the SENDER in Round 9.

Let me analyze the situation:

**My co-player's histor",1483,414.0,0.0,I need to decide how much to send as the SENDER in Round 9.  Let me analyze the situation:  **My co-player's history:** 
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_game_myth_n5_022_neutral_rep02_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_1,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_game_myth_n5_020_neutral_rep00_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_5,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 3}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_game_myth_n5_020_neutral_rep00_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_5,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 5}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_game_myth_n5_024_neutral_rep04_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_3,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_game_myth_n5_024_neutral_rep04_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_3,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_game_myth_n5_024_neutral_rep04_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_7,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 4}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_game_myth_n5_021_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_2,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,14,17.0,0.0,"{""send"": 3.50}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_game_myth_n5_021_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_3,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,13,15.0,0.0,"{""return"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_game_myth_n5_021_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_5,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 5}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_game_myth_n5_021_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_8,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 4}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/negative_only_crossmodel_population_game_myth_n5_015_neutral_rep00_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_8,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 4}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_game_myth_n5_028_neutral_rep03_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_2,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,13,15.0,0.0,"{""return"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_game_myth_n5_025_neutral_rep00_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_1,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 5}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_game_myth_n5_026_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_1,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 3}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_game_myth_n5_026_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_2,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_game_myth_n5_026_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_5,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_game_myth_n5_026_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_8,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_game_myth_n5_027_neutral_rep02_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_2,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,13,15.0,0.0,"{""return"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_game_myth_n5_027_neutral_rep02_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_3,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 5}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_myth_n5/gpt-5-nano/game_myth/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_game_myth_n5_027_neutral_rep02_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_6,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,13,15.0,0.0,"{""return"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_n5/claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/negative_only_crossmodel_population_game_n5_003_neutral_rep03.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_2,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: Looking at the situation:

**What I know:**
- My co-player's history shows:
  - Round 5 as RECEIVER: received $8.91",1291,379.0,0.0,"Looking at the situation:  **What I know:** - My co-player's history shows:   - Round 5 as RECEIVER: received $8.91, ret"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_n5/claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/negative_only_crossmodel_population_game_n5_003_neutral_rep03.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_8,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: Let me analyze my co-player's recent history:

Round 4 (as RECEIVER):
- Saw $2.68 sent, became $8.04
- Returned $4.",1238,413.0,0.0,"Let me analyze my co-player's recent history:  Round 4 (as RECEIVER): - Saw $2.68 sent, became $8.04 - Returned $4.00 (5"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_n5/claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/negative_only_crossmodel_population_game_n5_000_neutral_rep00.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_7,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: I need to decide how much to send as the SENDER this round.

**Information about my current co-player's history:**
",1344,473.0,0.0,I need to decide how much to send as the SENDER this round.  **Information about my current co-player's history:**  Roun
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_game_n5/claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/negative_only_crossmodel_population_game_n5_004_neutral_rep04.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_8,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: Looking at the situation:

**What I know about my co-player:**
- Round 3 as receiver: saw $3.07 sent, returned $4.6",1391,395.0,0.0,"Looking at the situation:  **What I know about my co-player:** - Round 3 as receiver: saw $3.07 sent, returned $4.60 out"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_myth_game_n5_006_neutral_rep01_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_7,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: Looking at the situation:

**What I know about my co-player:**
- Round 2: Sent $4.0 (80%), saw $4.04 returned from ",1465,406.0,0.0,"Looking at the situation:  **What I know about my co-player:** - Round 2: Sent $4.0 (80%), saw $4.04 returned from $12.0"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_myth_game_n5_009_neutral_rep04_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_2,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: Looking at the situation:

**My co-player's history:**
- Round 2 as SENDER: Sent $0, saw $0 returned, payoff $5
- R",1611,421.0,0.0,"Looking at the situation:  **My co-player's history:** - Round 2 as SENDER: Sent $0, saw $0 returned, payoff $5 - Round "
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_twotask_r3/negative_only_crossmodel_population_myth_game_n5_003_neutral_rep03_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_6,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: Looking at the situation:

**What I know about my co-player:**
- Round 3 (as SENDER): Sent $5 (maximum!), received ",1396,368.0,0.0,"Looking at the situation:  **What I know about my co-player:** - Round 3 (as SENDER): Sent $5 (maximum!), received $6.22"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_twotask_r3/negative_only_crossmodel_population_myth_game_n5_003_neutral_rep03_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_8,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: Looking at my co-player's history:

Round 4 (as RECEIVER): Saw $4.18 sent (83.6%), received $12.54, returned $6.5 (",1338,382.0,0.0,"Looking at my co-player's history:  Round 4 (as RECEIVER): Saw $4.18 sent (83.6%), received $12.54, returned $6.5 (51.8%"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_010_neutral_rep00_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_5,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: Looking at my current co-player's history:

- Round 7: As receiver, saw $0 sent, returned $0 (had nothing to return",1288,300.0,0.0,"Looking at my current co-player's history:  - Round 7: As receiver, saw $0 sent, returned $0 (had nothing to return) - R"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/claude-sonnet-4.5/myth_game/noisy8_crossmodel_negative_defectors50_twotask_r3/negative_only_crossmodel_population_myth_game_n5_013_neutral_rep03_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,anthropic/claude-sonnet-4.5,anthropic(meta),Agent_3,game,InvalidGameResponseError,"Expected a quoted 'send' JSON decision; got: Looking at this new co-player's history:

- Round 4 as SENDER: sent $0, received $0 back (payoff: $5)
- Round 5 as ",1358,348.0,0.0,"Looking at this new co-player's history:  - Round 4 as SENDER: sent $0, received $0 back (payoff: $5) - Round 5 as SENDE"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_myth_game_n5_024_neutral_rep04_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_3,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 0}"
data/shared_runs/uploaders/vallinder/data/json/noise_experiments/negative_only_crossmodel_defectors_n5_20260825/negative_only_crossmodel_population_myth_game_n5/gpt-5-nano/myth_game/noisy8_crossmodel_negative_defectors25_twotask_r3/negative_only_crossmodel_population_myth_game_n5_024_neutral_rep04_memtest_memory_primary_anything.json,vallinder,noise_experiments/negative_only_crossmodel_defectors_n5_20260825,openai/gpt-5-nano,openai(meta),Agent_4,myth,InvalidMythResponseError,Myth response is a game decision rather than a story.,11,15.0,0.0,"{""send"": 5}"
