run_id,condition_group,condition_label,condition,original_json_path,packaged_json_path,packaged_pdf_path,original_pdf_path,task_order,num_rounds_observed,n_myths,n_game_rows,mean_sent,mean_returned,final_mean_balance,final_min_balance,final_max_balance,agent_names_json,prompt_keys_json,model,temperature,num_agents,num_turns,memory_capacity,replicate_id,myth_prompt_arm_id,myth_topic_id,myth_topic,history_policy,self_history_window,coplayer_history_window,show_agent_names,system_addition_key,game_params_name,myth_default_prompt_key,myth_later_prompt_key
sonnet45_directive_normative_noise_negative2_informed_r10_n5_006_neutral_rep01_myth_game_directive_anything,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",myth_game_directive,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_006_neutral_rep01_myth_game_directive_anything.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_006_neutral_rep01_myth_game_directive_anything.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_006_neutral_rep01_myth_game_directive_anything.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_006_neutral_rep01_myth_game_directive_anything.transcript.pdf,myth->game,10,20,10,2.0,0.575,45.0,43.25,46.75,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,1,myth_game_directive,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_directive_normative_noise_negative2_informed_r10_n5_007_neutral_rep02_myth_game_directive_anything,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",myth_game_directive,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_007_neutral_rep02_myth_game_directive_anything.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_007_neutral_rep02_myth_game_directive_anything.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_007_neutral_rep02_myth_game_directive_anything.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_007_neutral_rep02_myth_game_directive_anything.transcript.pdf,myth->game,10,20,10,0.85,0.162,33.5,28.12,38.879999999999995,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,2,myth_game_directive,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_directive_normative_noise_negative2_informed_r10_n5_008_neutral_rep03_myth_game_directive_anything,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",myth_game_directive,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_008_neutral_rep03_myth_game_directive_anything.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_008_neutral_rep03_myth_game_directive_anything.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_008_neutral_rep03_myth_game_directive_anything.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_008_neutral_rep03_myth_game_directive_anything.transcript.pdf,myth->game,10,20,10,1.1,0.3,36.0,31.0,41.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,3,myth_game_directive,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_directive_normative_noise_negative2_informed_r10_n5_009_neutral_rep04_myth_game_directive_anything,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",myth_game_directive,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_009_neutral_rep04_myth_game_directive_anything.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_009_neutral_rep04_myth_game_directive_anything.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_009_neutral_rep04_myth_game_directive_anything.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_009_neutral_rep04_myth_game_directive_anything.transcript.pdf,myth->game,10,20,10,2.0,0.55,45.0,39.5,50.5,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,4,myth_game_directive,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_directive_normative_noise_negative2_informed_r10_n5_010_neutral_rep00_myth_game_normative_anything,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",myth_game_normative,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_010_neutral_rep00_myth_game_normative_anything.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_010_neutral_rep00_myth_game_normative_anything.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_010_neutral_rep00_myth_game_normative_anything.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_010_neutral_rep00_myth_game_normative_anything.transcript.pdf,myth->game,10,20,10,1.8,0.4,43.0,43.0,43.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_normative"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_normative""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,0,myth_game_normative,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_normative,myth_writing_later_rounds_normative
sonnet45_directive_normative_noise_negative2_informed_r10_n5_011_neutral_rep01_myth_game_normative_anything,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",myth_game_normative,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_011_neutral_rep01_myth_game_normative_anything.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_011_neutral_rep01_myth_game_normative_anything.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_011_neutral_rep01_myth_game_normative_anything.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_011_neutral_rep01_myth_game_normative_anything.transcript.pdf,myth->game,10,20,10,1.25,0.35,37.5,37.0,38.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_normative"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_normative""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,1,myth_game_normative,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_normative,myth_writing_later_rounds_normative
sonnet45_directive_normative_noise_negative2_informed_r10_n5_012_neutral_rep02_myth_game_normative_anything,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",myth_game_normative,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_012_neutral_rep02_myth_game_normative_anything.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_012_neutral_rep02_myth_game_normative_anything.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_012_neutral_rep02_myth_game_normative_anything.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_012_neutral_rep02_myth_game_normative_anything.transcript.pdf,myth->game,10,20,10,1.2,0.575,37.0,34.75,39.25,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_normative"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_normative""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,2,myth_game_normative,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_normative,myth_writing_later_rounds_normative
sonnet45_directive_normative_noise_negative2_informed_r10_n5_013_neutral_rep03_myth_game_normative_anything,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",myth_game_normative,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_013_neutral_rep03_myth_game_normative_anything.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_013_neutral_rep03_myth_game_normative_anything.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_013_neutral_rep03_myth_game_normative_anything.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_013_neutral_rep03_myth_game_normative_anything.transcript.pdf,myth->game,10,20,10,1.45,0.518,39.5,37.32,41.68,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_normative"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_normative""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,3,myth_game_normative,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_normative,myth_writing_later_rounds_normative
sonnet45_directive_normative_noise_negative2_informed_r10_n5_014_neutral_rep04_myth_game_normative_anything,2agent_noisy_sonnet45_negative2_informed,"2-agent noisy informed: game-only, myth-game directive, myth-game normative",myth_game_normative,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_014_neutral_rep04_myth_game_normative_anything.json,runs_json/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_014_neutral_rep04_myth_game_normative_anything.json,transcripts_pdf/2agent_noisy_sonnet45_negative2_informed/sonnet45_directive_normative_noise_negative2_informed_r10_n5_014_neutral_rep04_myth_game_normative_anything.transcript.pdf,data/json/noise_experiments/sonnet45_directive_normative_r10_n5/sonnet45_directive_normative_noise_negative2_informed_r10_n5/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/sonnet45_directive_normative_noise_negative2_informed_r10_n5_014_neutral_rep04_myth_game_normative_anything.transcript.pdf,myth->game,10,20,10,1.24,0.75,37.400000000000006,37.1,37.7,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar""}","{""myth_default_prompt_key"": ""myth_writing_default_game_normative"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_normative""}",anthropic/claude-sonnet-4.5,0.8,2,10,3,4,myth_game_normative,anything,anything,,,,,,noisy_negative_2_informed_myth_causal_10,myth_writing_default_game_normative,myth_writing_later_rounds_normative
sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything,8agent_anonymous_history3_sonnet45,8-agent anonymous history-3 myth-game directive,myth_game_directive,data/json/sonnet45_8agent_myth_directive_history3_anon_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything.json,runs_json/8agent_anonymous_history3_sonnet45/sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything.json,transcripts_pdf/8agent_anonymous_history3_sonnet45/sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything.transcript.pdf,data/json/sonnet45_8agent_myth_directive_history3_anon_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_anon_r10_n5_000_neutral_rep00_myth_game_directive_anything.transcript.pdf,myth->game,10,80,40,4.95,8.1,74.5,63.5,80.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar"", ""Agent_3"": ""Cyra"", ""Agent_4"": ""Dorian"", ""Agent_5"": ""Elara"", ""Agent_6"": ""Finn"", ""Agent_7"": ""Galen"", ""Agent_8"": ""Hana""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,8,10,3,0,myth_game_directive,anything,anything,self_and_coplayer,3,3,False,,,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything,8agent_anonymous_history3_sonnet45,8-agent anonymous history-3 myth-game directive,myth_game_directive,data/json/sonnet45_8agent_myth_directive_history3_anon_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything.json,runs_json/8agent_anonymous_history3_sonnet45/sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything.json,transcripts_pdf/8agent_anonymous_history3_sonnet45/sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything.transcript.pdf,data/json/sonnet45_8agent_myth_directive_history3_anon_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_anon_r10_n5_001_neutral_rep01_myth_game_directive_anything.transcript.pdf,myth->game,10,80,40,4.35,8.15,68.5,60.5,78.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar"", ""Agent_3"": ""Cyra"", ""Agent_4"": ""Dorian"", ""Agent_5"": ""Elara"", ""Agent_6"": ""Finn"", ""Agent_7"": ""Galen"", ""Agent_8"": ""Hana""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,8,10,3,1,myth_game_directive,anything,anything,self_and_coplayer,3,3,False,,,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything,8agent_anonymous_history3_sonnet45,8-agent anonymous history-3 myth-game directive,myth_game_directive,data/json/sonnet45_8agent_myth_directive_history3_anon_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything.json,runs_json/8agent_anonymous_history3_sonnet45/sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything.json,transcripts_pdf/8agent_anonymous_history3_sonnet45/sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything.transcript.pdf,data/json/sonnet45_8agent_myth_directive_history3_anon_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_anon_r10_n5_002_neutral_rep02_myth_game_directive_anything.transcript.pdf,myth->game,10,80,40,4.925,9.7125,74.25,71.0,78.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar"", ""Agent_3"": ""Cyra"", ""Agent_4"": ""Dorian"", ""Agent_5"": ""Elara"", ""Agent_6"": ""Finn"", ""Agent_7"": ""Galen"", ""Agent_8"": ""Hana""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,8,10,3,2,myth_game_directive,anything,anything,self_and_coplayer,3,3,False,,,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything,8agent_anonymous_history3_sonnet45,8-agent anonymous history-3 myth-game directive,myth_game_directive,data/json/sonnet45_8agent_myth_directive_history3_anon_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything.json,runs_json/8agent_anonymous_history3_sonnet45/sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything.json,transcripts_pdf/8agent_anonymous_history3_sonnet45/sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything.transcript.pdf,data/json/sonnet45_8agent_myth_directive_history3_anon_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_anon_r10_n5_003_neutral_rep03_myth_game_directive_anything.transcript.pdf,myth->game,10,80,40,4.875,8.1625,73.75,69.5,78.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar"", ""Agent_3"": ""Cyra"", ""Agent_4"": ""Dorian"", ""Agent_5"": ""Elara"", ""Agent_6"": ""Finn"", ""Agent_7"": ""Galen"", ""Agent_8"": ""Hana""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,8,10,3,3,myth_game_directive,anything,anything,self_and_coplayer,3,3,False,,,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything,8agent_anonymous_history3_sonnet45,8-agent anonymous history-3 myth-game directive,myth_game_directive,data/json/sonnet45_8agent_myth_directive_history3_anon_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything.json,runs_json/8agent_anonymous_history3_sonnet45/sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything.json,transcripts_pdf/8agent_anonymous_history3_sonnet45/sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything.transcript.pdf,data/json/sonnet45_8agent_myth_directive_history3_anon_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_anon_r10_n5_004_neutral_rep04_myth_game_directive_anything.transcript.pdf,myth->game,10,80,40,4.95,9.6125,74.5,72.0,77.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar"", ""Agent_3"": ""Cyra"", ""Agent_4"": ""Dorian"", ""Agent_5"": ""Elara"", ""Agent_6"": ""Finn"", ""Agent_7"": ""Galen"", ""Agent_8"": ""Hana""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,8,10,3,4,myth_game_directive,anything,anything,self_and_coplayer,3,3,False,,,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything,8agent_named_history3_sonnet45,8-agent named history-3 myth-game directive,myth_game_directive,data/json/sonnet45_8agent_myth_directive_history3_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything.json,runs_json/8agent_named_history3_sonnet45/sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything.json,transcripts_pdf/8agent_named_history3_sonnet45/sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything.transcript.pdf,data/json/sonnet45_8agent_myth_directive_history3_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_r10_n5_000_neutral_rep00_myth_game_directive_anything.transcript.pdf,myth->game,10,80,40,4.75,9.1375,72.5,66.0,77.5,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar"", ""Agent_3"": ""Cyra"", ""Agent_4"": ""Dorian"", ""Agent_5"": ""Elara"", ""Agent_6"": ""Finn"", ""Agent_7"": ""Galen"", ""Agent_8"": ""Hana""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,8,10,3,0,myth_game_directive,anything,anything,self_and_coplayer,3,3,,,,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything,8agent_named_history3_sonnet45,8-agent named history-3 myth-game directive,myth_game_directive,data/json/sonnet45_8agent_myth_directive_history3_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything.json,runs_json/8agent_named_history3_sonnet45/sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything.json,transcripts_pdf/8agent_named_history3_sonnet45/sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything.transcript.pdf,data/json/sonnet45_8agent_myth_directive_history3_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_r10_n5_001_neutral_rep01_myth_game_directive_anything.transcript.pdf,myth->game,10,80,40,4.85,7.65,73.5,71.5,76.5,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar"", ""Agent_3"": ""Cyra"", ""Agent_4"": ""Dorian"", ""Agent_5"": ""Elara"", ""Agent_6"": ""Finn"", ""Agent_7"": ""Galen"", ""Agent_8"": ""Hana""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,8,10,3,1,myth_game_directive,anything,anything,self_and_coplayer,3,3,,,,myth_writing_default_game_directive,myth_writing_later_rounds_directive
sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything,8agent_named_history3_sonnet45,8-agent named history-3 myth-game directive,myth_game_directive,data/json/sonnet45_8agent_myth_directive_history3_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything.json,runs_json/8agent_named_history3_sonnet45/sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything.json,transcripts_pdf/8agent_named_history3_sonnet45/sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything.transcript.pdf,data/json/sonnet45_8agent_myth_directive_history3_r10_n5/claude-sonnet-4.5/myth_game/sonnet45_8agent_myth_directive_history3_r10_n5_002_neutral_rep02_myth_game_directive_anything.transcript.pdf,myth->game,10,80,40,4.75,7.825,72.5,70.0,78.0,"{""Agent_1"": ""Aster"", ""Agent_2"": ""Briar"", ""Agent_3"": ""Cyra"", ""Agent_4"": ""Dorian"", ""Agent_5"": ""Elara"", ""Agent_6"": ""Finn"", ""Agent_7"": ""Galen"", ""Agent_8"": ""Hana""}","{""myth_default_prompt_key"": ""myth_writing_default_game_directive"", ""myth_later_prompt_key"": ""myth_writing_later_rounds_directive""}",anthropic/claude-sonnet-4.5,0.8,8,10,3,2,myth_game_directive,anything,anything,self_and_coplayer,3,3,,,,myth_writing_default_game_directive,myth_writing_later_rounds_directive
